transaction_id,risk_score,risk_level
3026daff-73f3-4232-b514-3dcabc161944,6.82,Low
3e7364bc-584b-4e69-8110-b6b8d53d65b1,26.01,Low
033c2a29-e091-4f03-ae35-cf814ee1ee70,5.21,Low
a99b9648-bfee-48d8-8743-cffce39c555c,34.9,Medium
df859c69-4fc4-407a-9782-e6c1c28d8447,6.55,Low
0e78af7b-d3b8-4642-aa09-e3b3ef65c328,4.32,Low
d3b75545-0ceb-4331-940b-faff384071d2,5.78,Low
00d20493-f25b-4f66-9351-1629098aaa1d,41.76,Medium
1678117b-14ec-43e2-9199-5ca4b80592e9,8.04,Low
4823fc0c-2a69-45c4-8077-a2898a0ec024,70.93,High
0b7732ab-8c6a-45cf-8a49-3c2dc35da17d,58.25,Medium
51765d57-1def-4060-9a5f-b6404d4b5e21,75.0,High
790df0a0-02b1-4863-ab12-2d197bbb4e31,7.27,Low
1716b8c1-ad69-4fb7-a7fa-81febc6ac706,6.69,Low
994a5697-98dc-4cf1-b6b5-335494d2573b,61.17,Medium
921f2db2-3d22-45f0-b552-34ac798ba99c,68.71,Medium
d09865ba-b31b-45ee-8657-091b90ac5a9a,72.37,High
411aa73b-2344-44ab-a182-773dacd365c7,2.18,Low
66d1d261-04a6-42de-88c5-4b34f6ddb2a9,5.49,Low
b1345df0-2ca9-4610-b38b-4d6be9858b6d,12.26,Low
07c7d566-9167-427d-8ca2-30492720bf17,14.44,Low
fb3c0113-f67b-45e5-88e6-b5aa5718ffc2,43.19,Medium
dc37b49c-db0e-47be-9a14-ab1f73db91c1,54.18,Medium
d9d225d7-85e5-4313-a3e8-d194fa47ad71,8.78,Low
860d3495-3a8b-4d80-91ec-d2eafdfe790b,4.48,Low
a3a89c0e-2a8a-425a-9d67-644bc1534183,5.72,Low
4aae357d-1fb5-4ae1-85b7-6623d246b0b3,3.22,Low
08ba5e92-f172-4427-8fd3-bf6ef852f179,10.42,Low
d3cedd5b-6b69-4477-8e60-595a1e4879ff,10.59,Low
c03f29d4-7ac9-4db1-9ac5-d10008199282,6.47,Low
1ae59b00-8383-4e9b-8269-0df9a8c4f8d3,7.84,Low
88858616-d316-4395-96db-42675262ff21,2.17,Low
f114236f-bcca-4a8f-8f51-39cd3fbdd02b,4.53,Low
edf860b6-ce8b-463e-83b0-4c8f25262469,4.81,Low
d8d970da-bff0-40cf-be01-2f252cca9257,4.94,Low
bf2e97c2-410a-4ea4-8147-8389e9acc277,6.49,Low
ab9aeea0-4a64-4f28-a374-6d9d6419c442,47.96,Medium
8880583c-2ed3-4f35-b997-27886a3c1e6e,2.18,Low
d0df28fe-15f1-4240-af50-347d2734791d,9.77,Low
f7f2470d-ebf5-47c5-a2b1-3fd1729821ad,22.92,Low
52a0566d-9ce7-4e94-a8a0-cd0b09469b80,63.89,Medium
a973b106-332f-46e0-a4da-b92bcecec71f,11.64,Low
8ca3801f-90ec-43f4-81b6-8c3a69c8d8a8,3.73,Low
a082fd2f-bf10-44c1-9172-a4fd21ab935e,23.91,Low
16f0a1ba-8613-4a01-ab92-c436176a9040,54.62,Medium
5aa65807-c9b5-4330-a5ad-52ecfa047d7f,6.69,Low
bf5352ed-e56b-4a78-90bb-e6a5498c21df,2.77,Low
89a7ee83-940f-4acc-9c82-b913a8854093,7.36,Low
3a8ad537-0a68-4a92-bba4-fed6298cc456,53.33,Medium
089e5598-7a68-40c7-b1e2-07a657f8230a,3.86,Low
1a313473-af96-4bb1-993f-c0d93e165fbb,3.65,Low
3dee6bba-f63a-4a74-a11a-025a73786045,3.18,Low
02a72cfd-9382-47a9-9745-c793b2e5cd21,75.24,High
2a0770f4-2f11-49b8-9787-354a96884b57,4.66,Low
b033b697-40ab-42a8-a510-93ee583af15b,54.88,Medium
86012682-5325-4d08-ab89-90069b2d8e86,50.54,Medium
8ef400d1-8d9b-425c-b525-a3f7e8adf2a3,73.03,High
df32a00d-a1e6-4e01-9725-f33d97bf9083,55.67,Medium
5cfa9d38-0f77-48e3-96f0-1bd22766c818,8.71,Low
e9b2a50a-b2a2-4578-88bc-a33129a588da,4.73,Low
0d755bfe-ba32-40e0-aab8-fc95609e7d96,86.89,High
4b2b9086-00d2-4772-9b7d-43bd8f89f3bd,3.69,Low
cb2502e9-2315-4079-b572-b4b4fe659f38,5.44,Low
ca9a3dfa-c15c-4e90-8c33-08bc4c88cb78,4.99,Low
904baec6-1b96-436f-800c-c056ed3be745,4.28,Low
d4d6e79e-99a6-4dc1-9a04-584163700347,4.58,Low
68c3128d-30fd-479f-bf50-8b969a75411d,9.18,Low
cc50bf0b-e237-464b-8498-70619bd31325,9.1,Low
8ada3284-170b-4c3b-8ee3-2c8523de1bb5,3.37,Low
e4cf5827-791a-40c3-9bbb-f139fc81ccb8,7.42,Low
6c95bea5-bd02-4c55-a560-46ae77843686,3.38,Low
3b3dcd31-d38f-4deb-85b0-87f4cb8fcea5,28.28,Low
8b3f8f82-37c7-48f2-b699-58571d043e36,60.57,Medium
90c123ff-7a06-4655-ba4b-b2187655d515,9.07,Low
a9362511-dc04-4162-855a-76448ff68924,12.64,Low
865b68a0-ef2a-4b04-bc66-3ed15f8a1199,4.54,Low
c3bdcb95-8ef0-4e97-aba9-f9ad7cd76252,3.92,Low
6fd8cad1-9852-4fea-89fb-71e52963e6f9,3.85,Low
a1b33f66-2348-46bc-af2c-601b585f04b5,4.66,Low
472825f3-ae59-4a4f-bec7-4cebe98a3a9e,64.92,Medium
387bb64e-f117-4eb2-a508-c6c37dc1a2eb,9.36,Low
86908c59-8b2e-4077-b027-56acda54546e,6.29,Low
26e51fc2-566f-4c61-8a46-eaf4b9b3c188,56.0,Medium
e21ef96c-4578-4e5e-a1c1-f9138e5cb5e4,8.21,Low
7b19f055-a7dc-4bd2-97d8-e23f5f7be558,8.49,Low
98071f67-1dc2-465d-b277-2ceb300287da,11.66,Low
2328f0eb-9a21-479b-bb9a-673463c34b57,72.82,High
123a5d35-92e0-48cf-8c4f-9102fbf9f3bb,67.73,Medium
d5699ca0-2a8d-428e-b943-5a7fcef19d08,67.22,Medium
14dec47f-d24f-4b30-bffe-e6b601a26535,54.46,Medium
ce25578c-5610-4dd2-824a-b4828bf30460,6.84,Low
1596f838-ba03-483a-a583-43f2c757226e,5.68,Low
d73c144f-ae91-4554-95f9-889f3e438db6,14.57,Low
79d7448c-a448-46db-acf8-b94516f54c02,5.58,Low
48cee09b-9de1-405d-aae4-024cda08fe21,5.26,Low
99f0c4a5-0ddb-44a3-ac0b-e69523278e4c,4.62,Low
e6affb18-94e8-4df2-8be3-7338a602c90d,6.26,Low
7992025f-7276-4acb-b6f7-a328d64d854c,7.11,Low
dbb27d58-9b3d-4f1f-a7b9-eb3691a9af5b,62.66,Medium
9151fa31-6e04-4e9d-abca-48f9ea00eea8,4.03,Low
205576a3-725c-42bb-89b8-337aa9de56f4,9.58,Low
e439b8e5-9296-42b0-a131-a8a2797704c7,4.72,Low
289338f4-1d1a-4042-b16b-e8f200111874,2.83,Low
a82b33f6-180c-41e1-bb5a-077777b8f37b,10.36,Low
8e789721-0c6f-4a2c-af16-cc9ed1552280,59.92,Medium
c4a488b3-43c6-4d70-b641-4bbbacb5b0bf,5.83,Low
9a500e2b-710d-4140-b70b-5dbefd1f7e89,49.93,Medium
d02c30df-7783-41b5-8c77-37545acc579f,4.81,Low
608b31bc-205d-4149-9fbf-cf9b3dde22a4,16.78,Low
d9a09bf1-3d7d-402d-a08d-ddd45fd6e056,2.66,Low
71162ee5-2269-45ec-9350-0503c66b9ba7,6.78,Low
e4080d1b-7d0a-44f4-8dea-732ee205c93e,5.34,Low
a29fb46e-4adb-4182-a616-54ede008df2c,4.31,Low
d4a60787-a2b7-4129-b567-b38277ae709d,2.62,Low
74ad5d84-9f59-49e9-8903-4f921cfc579a,6.07,Low
59a1201b-bd12-4109-a433-093faf15c3c7,88.46,High
03335da7-ca60-4b07-a1f6-c1d91e6c754d,80.36,High
d4095e26-0b6e-47f8-aa03-eaa8c6b7418e,5.54,Low
7bb07de6-acf4-49a6-8169-fee97db4212f,6.51,Low
8ba3acda-10f0-4e1b-88db-30e0484a0bd1,11.71,Low
c1365987-2f7f-4450-8f73-373e14e16617,65.65,Medium
2ca68b8e-4d17-40ff-8478-de9886848360,5.35,Low
43b6bf2f-52b4-45da-ad08-ee5c84adc127,4.15,Low
47888466-4ae2-4848-b12f-cef0ccf54ea9,2.64,Low
9d06ae63-f56f-431e-a46f-5e714aefe4bc,5.83,Low
172c584b-c59f-4643-bbee-ef29b2076aff,11.94,Low
035007ce-c9ec-407e-888b-b6cbd5c9f7ee,19.88,Low
25d6a784-5266-414c-aa59-e982bcc594cd,17.94,Low
d9b807a3-adb5-4790-bd06-6959e6ec174f,4.49,Low
0c0ade0d-9100-4ba1-aa06-c3f2d1429835,5.74,Low
491bc433-b8c0-4dec-88f3-36e881f46620,4.9,Low
3b8e2025-c416-4451-87fc-7742144eebde,9.39,Low
21910576-bf46-45f9-b3d8-cf0ec9b1ecc9,5.73,Low
c449be76-a316-4671-9fab-ef44f1de47a2,3.34,Low
1d85f876-6b38-4df7-a49b-c769ad53f6e3,4.73,Low
96b665b0-3630-4d29-a2c5-400487798453,19.17,Low
ddd9fdcf-2326-4a39-8752-c8ac16bb5dca,9.88,Low
4fa5ba6e-1745-4e16-ac56-685e3c4dfc6f,27.63,Low
c84d7323-bf13-44a3-9863-58a557e3b1e8,5.1,Low
906997a5-7049-49e2-b85e-a25ec2c403f5,7.24,Low
0d0434ec-a18c-4bef-8a56-d6706ad8c2dc,5.76,Low
892e7e3a-567a-4b11-baa8-aede967816d0,73.76,High
eeb1140d-df53-4fd5-8266-535e83e3a1bc,37.19,Medium
0b8d88e8-ab98-4684-8e3e-6c42e3a36f77,48.34,Medium
9bbcdd1c-f6da-4311-8f77-091164a5bdd6,5.43,Low
14c910aa-a5ab-439a-841a-87390b719536,68.65,Medium
9d96a761-859c-4d9f-8579-8df7bb1048ac,4.53,Low
4004e840-e99c-4045-92a0-63134d5259fc,20.46,Low
1748fe88-f282-49ac-a4d4-0f03d00b6510,4.36,Low
00de7002-5aa6-40cb-bb25-0412b087e48a,10.52,Low
ad6af04c-9046-4ff5-a5b2-5dd3822015ae,4.08,Low
c8d05497-3b19-4567-9ca9-7f8deab4f16d,1.97,Low
2b42496a-343d-4926-ac24-4d248ecf4a30,9.68,Low
d6d4e3bb-5f73-491b-864c-4235fc869627,5.58,Low
e65b925d-bbb5-4143-ad44-feb039107ae4,6.27,Low
b8698f40-ac3f-4207-9f51-c301eac81d31,83.7,High
06b02dc8-20ca-4316-ac28-741580edf0a5,33.54,Medium
b1e7bd51-ce78-4055-8e5f-9a129179a756,1.22,Low
034b9611-5e8c-4edc-8074-8b10376d0755,4.13,Low
770b8621-1606-4078-9466-c2ee8a5b7f3a,49.97,Medium
0afed3cb-258d-4929-a230-5166d985766f,4.78,Low
d2883b96-bde8-4f06-83ae-1cc4a25d234a,7.91,Low
0bc450c7-87d9-48c6-8c58-e5541bd2e0a1,5.43,Low
f64624ed-461f-4b80-a633-ec937f341c71,3.2,Low
8a8e50ff-75d0-4357-9d05-66b37b252e7c,5.04,Low
c4af2b5e-a641-4824-8f6e-986c050bc5c7,6.95,Low
05e89051-1d0c-43e8-8cf0-216c51b0b661,71.56,High
d7ed0cf4-3c35-4084-bc3a-196bed7ad726,6.42,Low
a3015034-585f-4521-910f-3ff1667f933a,2.54,Low
bd4358a2-6220-4a67-bd4a-c3ec0e408b19,5.61,Low
9c9ce976-5e67-4563-af03-da007c6b8514,4.62,Low
ad160f3a-1168-49c4-9d04-eee72ab59cb2,9.1,Low
b3185333-7598-40af-9976-d0280fbf8255,82.73,High
5c2551bc-20ec-4842-9e6b-d225a61f3010,11.41,Low
c3ac2e7f-b845-4712-97a5-a9763da87df3,3.47,Low
3bd0c358-f8d4-446e-aad5-68af10b614a3,6.92,Low
beb48e45-d752-4fca-b9c5-f8b894376032,1.42,Low
c9a05d0e-b2df-4d74-b7f2-06871faac178,65.13,Medium
62809735-518e-4eeb-8e31-788a17c602d7,6.21,Low
2fe69f6a-001d-41f8-a19d-71258f8b28f3,32.78,Medium
9a1bb734-ab97-4a73-81b4-8ddc3b860a9a,7.87,Low
09987b12-0448-4730-b1e7-962012961695,10.68,Low
2e692ff8-7116-46ce-9a50-476021eee681,6.24,Low
4faaf5fb-723d-4c54-8c19-e284b1683ca5,2.85,Low
a3475a64-29da-4e29-b722-0fab63a46589,3.96,Low
eef1ad7c-a646-4c7a-aad0-25ef8354e981,4.7,Low
974d80f0-cdb1-4f7d-9cd0-8337d539a6c6,6.02,Low
f6050c03-2ba0-4394-b2b3-a45d3f48ae7b,6.61,Low
89a6cf8c-9b92-46eb-a881-6c9cb64a6c8a,3.55,Low
c02b6920-8d4e-4381-b638-1f38bac96ec7,5.14,Low
9badfd17-0d05-4a71-a3cc-71a7c172188d,5.4,Low
a6074abb-2050-412a-94d9-bc551d3f1ac8,66.27,Medium
cb580371-daf4-4f1e-8442-2fa730a25eec,3.65,Low
a005f79b-2828-4dfc-a5c1-abdc8e857874,12.38,Low
7d213ef4-05ce-4071-8555-517dbdf46129,6.51,Low
871e182e-3acb-48c4-8df2-61ad7b21f515,17.91,Low
dab6e084-849f-4daf-8662-751abca34cca,52.77,Medium
b5788bb8-d8c9-4ce3-a80c-823afdbf59ce,5.56,Low
8d4cd04a-980e-4a69-b436-c3da09a3c404,10.37,Low
ea8e8723-dd21-4379-8d17-821aa833ecb4,9.82,Low
1170fe3d-6adc-429a-a940-69d6397f850f,9.78,Low
99755d43-2c2b-4dde-b90a-e0241ecaf2aa,2.46,Low
212beafd-909f-49f3-bf1e-831d555aabc3,3.76,Low
314c0ecc-9a3e-46a9-93c5-8e391aa85b81,4.56,Low
592eebfe-316b-422a-9b97-09635e326804,8.82,Low
4781a56e-8133-4c9a-90a2-a9cc64d8b8d7,5.66,Low
56e31895-1b1c-4d32-95a9-8551014f205a,4.64,Low
408de59e-7d7c-4802-bcd2-c854516db190,5.21,Low
7547f7ca-669c-4711-b125-fbdaa9c2d6b9,3.14,Low
916f03a2-1917-46e5-bbad-ccc1a133a7b6,5.92,Low
9fdd6aee-555a-4e0b-ad00-9cba4331a6f0,7.13,Low
50d11cfb-b540-43da-a080-9d2767d48fba,4.87,Low
57e6597d-018b-42ed-ae5b-9fba351872d5,8.37,Low
456947a4-9c62-417e-aead-5a86e8cd9c6b,2.79,Low
6d83b836-8e7c-4702-919c-7b700a20ee77,5.42,Low
c8b044dd-2ca2-4b62-9d84-5f4cf224624f,7.95,Low
8c2b4054-674b-4053-9daa-9acd1050226d,69.37,Medium
1c82bb6a-258b-41f9-a09a-81a64a924ff9,35.25,Medium
059f51cc-9d36-47f2-ad05-ac27ca95478c,6.11,Low
502a82e7-05bc-4b51-9d56-7b5866e0ae05,5.41,Low
8bc754f2-99e5-42ee-80fb-22f6efb20e36,63.31,Medium
520d255e-87b6-4893-8080-eb0a6fea9725,5.72,Low
27e0238d-4374-45c1-bf63-c54e808d5b12,8.62,Low
0e20fed7-0278-4777-853b-047d2004d90e,3.48,Low
f77da8a3-4c11-4d8f-99a5-dfa4797fd9c3,83.04,High
3b78b6e6-48b5-4ffc-b2f5-e2d559a94a19,4.83,Low
4b4c2d17-4182-41b4-84ab-346d3c77b19d,5.01,Low
db379a18-76ee-4d1c-9f86-60fd2e1a7bf2,6.69,Low
98c30574-074b-4440-a8cf-17de190ecd6a,70.51,High
b313b8bf-cbd0-49a6-9f06-3db6131b7066,69.5,Medium
944ad297-5cff-4ef2-b145-dc82eb41f6ca,4.46,Low
460f254d-a4bd-4e18-ba81-fd0362e096d6,4.49,Low
8ff7eb98-d073-4b40-a7ad-424f38d112b6,3.1,Low
b8af7091-4522-4b2d-9ddb-726ce37989ff,2.04,Low
c08c892d-3efb-4dc2-b864-f92746f6d9b1,7.66,Low
20e8d710-1913-4c53-a55e-0103fa068dd9,7.22,Low
8acb1400-d05a-4bb2-9cf9-4cfba98bd6dd,1.9,Low
059cbae5-60c8-4cf9-ae69-631294df2bcc,10.45,Low
6b205c9a-30b0-4aef-91df-45c4a68b6c8f,3.96,Low
fe6fabae-f0d4-4361-a326-ee2d06ba812b,40.84,Medium
aedaa021-e0f1-45d9-88f7-b946ccf9105a,61.02,Medium
83d08044-a498-4096-8f29-0a9c05fa755c,69.29,Medium
5e9183a7-eed2-457f-af20-3562ec591154,3.97,Low
d33cc448-fc6d-45ac-9a5a-9c8b527f743c,10.65,Low
1b35f44c-a4ee-44a8-b803-8d3a90dd3fbf,5.85,Low
cb75fc34-49a4-4af2-9762-192c52198c26,12.92,Low
8504d5fe-5a27-42ef-aee7-be94a748b548,3.93,Low
ccb9a30f-4621-405f-b743-2b1efa9e9bfa,7.07,Low
2a4d6784-1fd5-45a2-a954-0f999af8356d,34.78,Medium
d80a21c5-58d8-4b95-8022-7614e18fcfed,5.91,Low
02fa7b39-10b8-455d-8eae-3abe48d97ff8,4.6,Low
c248c79b-75ac-4c02-8b1f-025dfcbb5dad,7.27,Low
9bf37402-9735-439c-a835-567cefb7a759,5.42,Low
5235a0ed-2fc4-47e3-9e0f-bead6fa42c89,4.75,Low
79b75d86-b5af-409a-a6d3-0d210df7b935,5.49,Low
f2d53acc-992b-46e0-a69e-e829ad3ee244,10.38,Low
3e81a4da-ead9-45c6-98de-580c2b54d2d9,9.02,Low
5bc7c696-2307-4e9d-983b-894bef40bde3,6.5,Low
05ec4a65-8656-4475-b683-80098fb76c0d,5.76,Low
291fdb6a-a050-4df1-8a28-33fe08f16c69,2.11,Low
a6ffae95-7605-4db2-8d7d-ee9481b3771c,73.7,High
36f0ad79-18c3-495f-887e-0bbce6f84d5c,6.21,Low
b2aa49c8-bede-457d-9e36-ff88c4d90d78,4.93,Low
2be5d272-3302-45f6-9601-17f5eb59578b,7.27,Low
6c964093-f1a6-4bb7-8063-e02c10e67479,54.54,Medium
ae1412ea-643d-4f37-9306-8625132ac73e,49.52,Medium
aaccd64b-3b87-487a-b6a0-e74e949742f8,34.87,Medium
abead5a7-f584-4e05-8baa-67b7b22f1760,6.32,Low
a80204ae-050d-4071-a1ce-f53e9cc0b6e8,16.33,Low
a46511b4-5794-4eac-9a7c-d6559366aa6b,0.66,Low
4160090e-bb53-4a20-854a-d5a93b4df360,82.96,High
92be94c0-5c4a-464a-94d7-276ac0ad3a24,4.57,Low
a93c0fe2-f56c-4c36-9e62-f92ffe12b87f,4.63,Low
eb409890-7f57-4a41-8dbc-cd447fd2bb50,6.56,Low
14be6cfa-310d-4b0a-84c7-bd4c593f66dc,3.96,Low
65837a8a-8358-4d70-bfcf-62e32b58b7ee,7.49,Low
0274e016-7ae1-416d-8760-563a8b93a2be,7.08,Low
a2c2933a-6272-42ad-9ede-6b08c3b107fe,3.72,Low
5be3cf7a-aab9-4de4-a3f3-a3180bac2966,9.98,Low
7e15ac40-c44a-49f8-8789-8fa5106425ca,75.24,High
bdc7eb09-2134-4c66-9a30-4b6455336acb,18.02,Low
96f43e11-b77d-4c44-89c5-5729bdf54f72,5.93,Low
e00f4b7b-ba85-4e82-83df-5a2f1366fb18,11.12,Low
78e41d38-9ef0-4da7-a161-405abc7a7292,44.62,Medium
cb5cf594-cd4d-4cf8-a277-cc4fcb17e0a2,2.67,Low
80972c58-6447-4746-9d1e-9f67c0c21a05,3.27,Low
0f7ec6eb-2c2d-42e3-9e8f-ccdca5a8b5ca,28.75,Low
abef662c-68aa-4796-85e5-24891d06fd71,9.14,Low
93d34b59-6e8b-4b87-bdeb-cf193554aca9,9.29,Low
8e5b3cc0-b396-43ab-9549-8adb58dde063,7.3,Low
4342a9d2-bff7-4a32-aa35-398e83c84858,80.91,High
354043fd-a140-4f1d-9df6-5772deded3fe,17.88,Low
eea2dc8f-e6d7-4839-90a4-f804306854ea,5.13,Low
21b3cdad-52ba-4835-9029-e5de27651529,7.74,Low
8789551d-6edb-4494-8576-3363ee681dec,37.39,Medium
8bd7f014-ba4a-45a2-bcc7-1976ea65b5c0,8.44,Low
00288f35-08ec-4d25-b1e8-c513c4952062,9.58,Low
fcfdcef2-c6b7-4bc3-ba57-e1e97dd3c3aa,18.89,Low
dd67af20-11a6-476b-aa99-f5914ec474b8,4.2,Low
14a098d1-b9e8-4ac3-817d-320715c1f089,4.68,Low
bd8a9d12-5eb8-4910-988f-81909da0ac6f,3.45,Low
4831f97b-e9b8-488c-9205-e3111d7d014c,4.57,Low
73be5417-10b9-4f47-a46e-9a1c0f2c71c2,68.5,Medium
41c07a3f-c30f-479f-80d7-b036db6657f3,33.4,Medium
c700e3b5-01ac-4ad4-a258-b280b951c44e,3.83,Low
925b080c-d576-47b3-a3f0-ed2ce16df78e,10.91,Low
a8f50ff8-4c5e-4f29-bc8c-96db3338d22c,3.48,Low
e21f5091-aa2d-4fcb-a315-8d00b05fbc5e,33.0,Medium
a5f386da-5d78-4d37-a266-4278829fb120,3.77,Low
b3132fd6-921f-4211-943b-b1fc55652380,10.19,Low
6366f396-d928-4f9f-86c6-f4e296a579aa,62.62,Medium
0f6fa81c-58e9-4199-96ab-c68b9f06c235,55.91,Medium
e238e59c-dbf4-4e52-9091-e268cb42df47,5.66,Low
5fea46ec-3537-4242-8973-8819ef4cbba7,65.51,Medium
41176eda-cc0a-43e5-80bf-afda87494490,2.64,Low
c90c69bb-9925-4fe6-a9cb-8095ced27bc3,24.13,Low
7fbacbbc-fb19-462d-947f-4beabbabb859,4.86,Low
20b448a3-b3bd-4904-b9f5-7205db24ab69,6.65,Low
7fc6ccc6-2e6f-4aa3-bd39-3f534c35158f,6.32,Low
ccc8d5f5-44f4-4dab-bdd6-06c055474cdf,4.89,Low
cceaaf3d-61b6-4f1d-bb00-37cf7bde726f,6.0,Low
3ae727f1-6141-4ee5-971c-ef06c97e202a,57.97,Medium
258f98df-9011-4d53-88ab-213df35cb52e,8.14,Low
35c1ed4b-15a0-4764-bc1e-0da442e13132,3.66,Low
886a9ed5-12fb-4c2c-b1ee-58f1020373d0,5.05,Low
59b0860c-c3ca-478c-b4f5-e7293e93e192,4.4,Low
5da4d4e7-4d11-4ef1-b34c-e64d135ca580,4.51,Low
ad5588c1-3757-4ac2-9391-b90bdd2e1efc,1.18,Low
1e69a70c-b5b1-442a-9354-76611e3891b2,4.52,Low
3ce30dfc-e426-4df4-a409-8d603f8dbdfb,3.28,Low
5b537e32-8b3a-48d4-b837-8666de2966ad,8.65,Low
c82ff136-ccdc-4a5f-a369-b944133049e7,1.53,Low
8efbb4e0-9250-4e27-aa31-f423d65dd57e,3.49,Low
884c8504-c832-47d6-9902-a19c917c6a2b,50.09,Medium
05561654-b520-412b-96fc-eccc61eaca07,17.53,Low
5e52f009-8044-4331-bc2b-5f1a9b7236aa,1.6,Low
3f6f77f6-1bac-4158-b862-dbc89be1de39,6.34,Low
bf55819d-113a-4226-b3b3-b852145d2449,45.31,Medium
0677a162-71ac-42c7-95f7-6a9835af2cb8,4.99,Low
61431ae3-c615-438c-a226-9915dd4dcc30,4.52,Low
e9660a19-1d09-4119-a643-b6882e950dff,14.98,Low
8baa259a-d430-4a32-8e2b-7115802c3a78,65.48,Medium
08066975-882e-4a03-97f2-9607cee178d0,4.99,Low
64138b21-8f12-415a-bdfe-db82b71bf84c,4.19,Low
2a53c981-f79e-4018-a883-97dc54793caf,6.63,Low
9d45eb16-fa5b-444c-aa8a-547389e2a53a,4.25,Low
6116796f-5cb9-4f05-a7aa-22a5306b5681,3.85,Low
737c2a93-accf-4c4b-b0f2-5c94e04f987e,71.37,High
4e7836c2-5dcc-40ad-a583-8e7abf78d9b4,4.91,Low
86ea5978-60b8-43e5-9be6-4f34e1303219,1.94,Low
81eb6229-b81d-4eaf-9840-c8767eba04e1,6.72,Low
5cda4bca-16de-4dab-b63c-0b9e61bc6f6e,7.49,Low
a5c7147e-c225-47d0-b4ff-282d0da0479a,5.73,Low
7335aef0-d275-4a92-b63d-d2141ba8dd8c,36.54,Medium
b042025c-0dfd-4143-aeef-5a49d01844b4,3.38,Low
91d3576d-5e78-48c4-8178-3f697fb62219,7.47,Low
b27d8519-2a09-4317-83f1-93df35d7b44a,49.6,Medium
57ae8364-e2f2-46f6-9e99-b68ced465dd5,3.66,Low
88d4fe1a-93ef-4eaf-81d8-071334b06cd4,3.9,Low
6d5c99ee-46d1-427d-874d-9fd96d2cfc1b,16.69,Low
064f3521-1440-4e21-a941-fcd1b34a632a,23.99,Low
4f8f2cb9-dc99-4537-a513-0ccd2fca1c98,8.38,Low
44cb59f2-2636-4628-8dc4-8ce6bd7f99c6,3.59,Low
9f1dfc4a-185c-4163-bda3-3e45f3039e84,5.66,Low
1c541487-9636-4acd-9621-27d4f580ad71,6.16,Low
a6a33a97-d2c2-4648-9f1a-cbbc4f9d52dd,12.5,Low
4f21dab9-ad9f-443b-97db-bd466b917d64,3.72,Low
d88e476c-d10c-4acd-9f0f-b3a1210b9a03,30.75,Medium
fabcaeac-6081-4100-a0e8-7b7a96b6b983,69.42,Medium
c4ab48a7-0152-4487-a58e-445177138169,4.34,Low
2fbc76b5-d568-4aa5-833d-3548f1b0b56a,2.98,Low
93020779-4937-455b-b72e-264d372bf25b,33.77,Medium
d82498a5-6ea4-45d8-86f1-191204e3e90a,10.64,Low
d2d1e968-8e11-4acd-9b98-f396694518f8,4.65,Low
b965985d-958e-4235-be4f-5d7c6e2648e7,7.1,Low
2638fb1d-ce9a-4d1b-81fa-da79d95663a9,18.39,Low
6b9773fa-347d-4029-9edd-00caf0a1ea92,3.5,Low
281c5272-92ef-40d0-85e5-a56c327b4e7e,5.32,Low
18dda3c2-62c1-4fec-9de4-d9bdb27fada5,5.13,Low
71e877f4-407c-4a2e-b9d9-2a0763be5e79,7.48,Low
a6bd3979-7564-4740-8eb1-e531962fb888,4.73,Low
e260e1ac-bdb6-4559-a466-660bba9ed54f,5.75,Low
5d1581d1-67fc-48f1-8bca-7fa62feddfa3,11.45,Low
210e55ad-67a6-45d4-a4de-5b0299ea38a6,5.56,Low
acb4c025-ef72-44bf-955b-c1e8de0b6d3e,13.49,Low
dca0d443-e9e0-4285-a131-8f6fbd836cc3,44.12,Medium
30bbc3e2-d61e-4637-8e98-e23ab53c7dd2,4.72,Low
4a110a43-56e8-4913-946d-f8f90b20c63c,5.84,Low
6b758f91-e810-441d-975b-74dc9cd4f520,8.32,Low
dbd27705-391f-4e41-b16a-5407de607616,12.98,Low
c9706faf-d04e-45c1-a087-a20e3dce08ad,7.05,Low
1901f330-ccfe-4798-a1e8-222b8f5092a1,3.16,Low
c5efb759-9f7a-4ef1-b0b2-d11fd8317e0d,85.82,High
8b18f123-30a6-4d90-928f-692fb8c452fc,15.28,Low
1443e604-f301-4486-8e1c-a3b4629b1f16,1.98,Low
0ea64f93-a136-4b8d-90ae-696b9d6e4098,3.96,Low
827a3e0d-7023-4bea-8b5c-64c4e87010d1,83.38,High
addd6f37-9e6e-4bd1-a1f3-976c8c664954,1.62,Low
3c38afc3-21c1-426a-90ed-b9a2612a158d,6.77,Low
6b148274-8dae-4ffe-af36-6d758805f22b,8.49,Low
4adb63ca-a559-4514-bb0a-55fd062ffc2d,66.89,Medium
08366178-cc37-4c44-be23-0a09be989199,11.35,Low
85f0a530-fa96-4d1d-969a-f23c369a22f2,4.08,Low
97341a32-e3aa-4196-8184-59ed7812ede1,7.33,Low
e908fc16-df0a-45ee-8cbb-2e29765b3735,52.36,Medium
27747cfb-b8bf-4cb1-8876-c2a888453e66,7.33,Low
a0093933-cdb0-490a-acd7-b809587eab75,6.93,Low
3cd7fdf0-a98b-4161-a5cb-80f366fc7890,28.08,Low
47113633-8d7d-462c-9006-f6e957f1b623,3.33,Low
e75dac5d-6ce4-4978-bb9a-29b76a0cd060,5.03,Low
