anomaly_score,decision,actual_fraud
0.1971,ALLOW,0
0.1401,ALLOW,1
0.1542,ALLOW,0
0.169,ALLOW,0
0.1638,ALLOW,1
0.1325,ALLOW,1
0.1139,ALLOW,0
0.1893,ALLOW,0
0.1454,ALLOW,1
0.0594,ALLOW,0
0.1711,ALLOW,1
0.0993,ALLOW,0
0.0558,ALLOW,0
0.1129,ALLOW,0
0.1362,ALLOW,1
0.1517,ALLOW,0
0.1165,ALLOW,0
0.0646,ALLOW,0
0.2077,ALLOW,0
0.1305,ALLOW,0
0.073,ALLOW,0
0.1454,ALLOW,0
0.0515,ALLOW,0
0.1763,ALLOW,1
0.1091,ALLOW,0
0.0915,ALLOW,0
0.237,ALLOW,0
0.232,ALLOW,0
0.2064,ALLOW,0
0.1351,ALLOW,0
0.165,ALLOW,0
0.2652,ALLOW,0
0.1524,ALLOW,0
0.1669,ALLOW,0
0.232,ALLOW,1
0.1328,ALLOW,0
0.2142,ALLOW,0
0.0628,ALLOW,0
0.118,ALLOW,0
0.0448,ALLOW,0
0.267,ALLOW,0
0.9598,BLOCK,1
0.082,ALLOW,0
0.0804,ALLOW,0
0.1352,ALLOW,0
0.1409,ALLOW,0
0.0892,ALLOW,0
0.0849,ALLOW,0
0.1001,ALLOW,0
0.2427,ALLOW,1
0.1294,ALLOW,0
0.1126,ALLOW,0
0.1646,ALLOW,0
0.1525,ALLOW,0
0.141,ALLOW,0
0.1695,ALLOW,0
0.0773,ALLOW,0
0.1885,ALLOW,0
0.0523,ALLOW,0
0.051,ALLOW,0
0.2104,ALLOW,0
0.2857,ALLOW,1
0.1334,ALLOW,0
0.0894,ALLOW,0
0.1452,ALLOW,0
0.1073,ALLOW,0
0.1351,ALLOW,0
0.0609,ALLOW,0
0.1301,ALLOW,0
0.1852,ALLOW,0
0.2034,ALLOW,0
0.192,ALLOW,0
0.1081,ALLOW,0
0.1118,ALLOW,0
0.1083,ALLOW,0
0.0822,ALLOW,0
0.1785,ALLOW,0
0.2396,ALLOW,1
0.1503,ALLOW,1
0.085,ALLOW,0
0.1457,ALLOW,0
0.1025,ALLOW,0
0.1274,ALLOW,1
0.0472,ALLOW,0
0.2201,ALLOW,0
0.1304,ALLOW,0
0.1177,ALLOW,0
0.154,ALLOW,0
0.2121,ALLOW,0
0.1228,ALLOW,0
0.1911,ALLOW,0
0.1097,ALLOW,0
0.1323,ALLOW,0
0.1573,ALLOW,0
0.0893,ALLOW,0
0.1242,ALLOW,0
0.1129,ALLOW,0
0.1551,ALLOW,0
0.0888,ALLOW,0
0.1486,ALLOW,0
0.1059,ALLOW,0
0.1025,ALLOW,0
0.4881,MONITOR,1
0.1805,ALLOW,0
0.121,ALLOW,0
0.1956,ALLOW,0
0.14,ALLOW,0
0.1812,ALLOW,0
0.2671,ALLOW,0
0.1635,ALLOW,0
0.0666,ALLOW,1
0.1568,ALLOW,0
0.089,ALLOW,0
0.2269,ALLOW,0
0.1183,ALLOW,0
0.1331,ALLOW,0
0.1802,ALLOW,0
0.1327,ALLOW,0
0.1183,ALLOW,1
0.2003,ALLOW,0
0.1136,ALLOW,0
0.0354,ALLOW,0
0.0822,ALLOW,0
0.1156,ALLOW,0
0.2514,ALLOW,0
0.2114,ALLOW,0
0.0974,ALLOW,0
0.0985,ALLOW,0
0.1176,ALLOW,0
0.1891,ALLOW,0
0.1233,ALLOW,0
0.1709,ALLOW,0
0.1189,ALLOW,0
0.2286,ALLOW,1
0.1895,ALLOW,0
0.1005,ALLOW,0
0.1205,ALLOW,0
0.193,ALLOW,0
0.1014,ALLOW,1
0.1314,ALLOW,0
0.1559,ALLOW,0
0.0424,ALLOW,0
0.157,ALLOW,0
0.1895,ALLOW,0
0.1736,ALLOW,0
0.642,MONITOR,0
0.1159,ALLOW,0
0.1984,ALLOW,0
0.134,ALLOW,0
0.1816,ALLOW,0
0.2592,ALLOW,0
0.2521,ALLOW,1
0.0587,ALLOW,0
0.1353,ALLOW,0
0.1572,ALLOW,0
0.2904,ALLOW,0
0.043,ALLOW,0
0.0802,ALLOW,0
0.2032,ALLOW,0
0.127,ALLOW,0
0.0779,ALLOW,0
0.1061,ALLOW,0
0.1391,ALLOW,0
0.1171,ALLOW,0
0.0688,ALLOW,0
0.1825,ALLOW,0
0.2663,ALLOW,0
0.1345,ALLOW,0
0.1891,ALLOW,0
0.0877,ALLOW,0
0.1511,ALLOW,0
0.2661,ALLOW,0
0.0909,ALLOW,0
0.0996,ALLOW,0
0.1283,ALLOW,0
0.1507,ALLOW,0
0.2735,ALLOW,1
0.159,ALLOW,0
0.1586,ALLOW,0
0.0672,ALLOW,0
0.203,ALLOW,1
0.2174,ALLOW,0
0.1039,ALLOW,0
0.144,ALLOW,1
0.0708,ALLOW,0
0.2508,ALLOW,1
0.0573,ALLOW,0
0.241,ALLOW,0
0.1256,ALLOW,0
0.0947,ALLOW,0
0.1166,ALLOW,0
0.0907,ALLOW,0
0.0793,ALLOW,0
0.0904,ALLOW,0
0.1116,ALLOW,0
0.7284,BLOCK,1
0.0669,ALLOW,0
0.0879,ALLOW,0
0.1184,ALLOW,0
0.1771,ALLOW,0
0.0729,ALLOW,0
0.1264,ALLOW,0
0.1812,ALLOW,0
0.0893,ALLOW,0
0.1548,ALLOW,1
0.1481,ALLOW,0
0.0783,ALLOW,0
0.2916,ALLOW,1
0.2927,ALLOW,0
0.2261,ALLOW,0
0.2165,ALLOW,0
0.1718,ALLOW,0
0.1481,ALLOW,0
0.1347,ALLOW,0
0.1453,ALLOW,0
0.147,ALLOW,1
0.9432,BLOCK,1
0.1783,ALLOW,0
0.1025,ALLOW,0
0.0838,ALLOW,0
0.1155,ALLOW,0
0.9575,BLOCK,1
0.236,ALLOW,0
0.5503,MONITOR,1
0.2198,ALLOW,0
0.1018,ALLOW,0
0.1047,ALLOW,0
0.0541,ALLOW,0
0.1205,ALLOW,0
0.161,ALLOW,0
0.0211,ALLOW,0
0.1894,ALLOW,0
0.1203,ALLOW,0
0.2595,ALLOW,1
0.2242,ALLOW,0
0.1617,ALLOW,0
0.1714,ALLOW,0
0.0548,ALLOW,0
0.0582,ALLOW,0
0.1171,ALLOW,0
0.1741,ALLOW,0
0.2277,ALLOW,0
0.1088,ALLOW,0
0.1662,ALLOW,0
0.1132,ALLOW,0
0.1035,ALLOW,0
0.139,ALLOW,1
0.1917,ALLOW,0
0.1141,ALLOW,1
0.1359,ALLOW,0
0.1536,ALLOW,0
0.1198,ALLOW,0
0.1292,ALLOW,0
0.1886,ALLOW,1
0.1168,ALLOW,0
0.4548,MONITOR,1
0.0564,ALLOW,0
0.1607,ALLOW,0
0.0645,ALLOW,0
0.0948,ALLOW,0
0.1381,ALLOW,0
0.2021,ALLOW,0
0.1516,ALLOW,0
0.1692,ALLOW,1
0.2653,ALLOW,1
0.2173,ALLOW,0
0.1919,ALLOW,0
0.0831,ALLOW,0
0.0925,ALLOW,0
0.111,ALLOW,0
0.1315,ALLOW,0
0.0899,ALLOW,0
0.0376,ALLOW,0
0.2425,ALLOW,0
0.0934,ALLOW,0
0.2508,ALLOW,1
0.1884,ALLOW,1
0.0533,ALLOW,1
0.227,ALLOW,0
0.0801,ALLOW,0
0.1966,ALLOW,0
0.175,ALLOW,0
0.2861,ALLOW,1
0.0982,ALLOW,0
0.1028,ALLOW,0
0.1328,ALLOW,0
0.2649,ALLOW,0
0.1411,ALLOW,0
0.273,ALLOW,0
0.1638,ALLOW,0
0.1238,ALLOW,0
0.1185,ALLOW,0
0.1261,ALLOW,0
0.0848,ALLOW,0
0.1424,ALLOW,0
0.2224,ALLOW,0
0.245,ALLOW,0
0.1554,ALLOW,0
0.0731,ALLOW,0
0.1113,ALLOW,0
0.2299,ALLOW,0
0.0715,ALLOW,0
0.314,ALLOW,0
0.0892,ALLOW,0
0.1052,ALLOW,1
0.3148,ALLOW,0
0.1357,ALLOW,1
0.1671,ALLOW,0
0.1748,ALLOW,0
0.1009,ALLOW,0
0.1867,ALLOW,0
0.0676,ALLOW,0
0.1377,ALLOW,0
0.1592,ALLOW,0
0.1155,ALLOW,0
0.1367,ALLOW,1
0.2568,ALLOW,1
0.1962,ALLOW,0
0.1172,ALLOW,0
0.0438,ALLOW,0
0.1279,ALLOW,0
0.1859,ALLOW,0
0.223,ALLOW,0
0.1104,ALLOW,0
0.1698,ALLOW,0
0.0831,ALLOW,0
0.2021,ALLOW,0
0.9732,BLOCK,1
0.1404,ALLOW,0
0.2037,ALLOW,0
0.1844,ALLOW,0
0.3304,ALLOW,1
0.0849,ALLOW,0
0.0858,ALLOW,0
0.1202,ALLOW,0
0.0757,ALLOW,0
0.2428,ALLOW,1
0.1573,ALLOW,0
0.1072,ALLOW,0
0.1525,ALLOW,0
0.1474,ALLOW,0
0.0976,ALLOW,0
0.0961,ALLOW,0
0.2323,ALLOW,0
0.6879,MONITOR,0
0.088,ALLOW,0
0.1121,ALLOW,0
0.0713,ALLOW,0
0.1491,ALLOW,0
0.1698,ALLOW,0
0.0615,ALLOW,0
0.0998,ALLOW,1
0.1114,ALLOW,0
0.1025,ALLOW,0
0.1607,ALLOW,1
0.1638,ALLOW,1
0.0995,ALLOW,0
0.0915,ALLOW,0
0.2672,ALLOW,0
0.1883,ALLOW,0
0.0686,ALLOW,0
0.1544,ALLOW,0
0.1214,ALLOW,0
0.1072,ALLOW,1
0.0983,ALLOW,0
0.079,ALLOW,0
0.1104,ALLOW,0
0.1127,ALLOW,0
0.0839,ALLOW,0
0.3213,ALLOW,1
0.1201,ALLOW,0
0.1646,ALLOW,0
0.1097,ALLOW,1
0.0899,ALLOW,0
0.149,ALLOW,0
0.1484,ALLOW,0
0.1935,ALLOW,0
0.1071,ALLOW,0
0.0887,ALLOW,0
0.2261,ALLOW,0
0.1637,ALLOW,0
0.0549,ALLOW,0
0.1676,ALLOW,0
0.1667,ALLOW,0
0.1349,ALLOW,0
0.2113,ALLOW,0
0.1647,ALLOW,0
0.1037,ALLOW,0
0.3866,ALLOW,1
0.0973,ALLOW,0
0.1182,ALLOW,0
0.9527,BLOCK,1
0.1792,ALLOW,0
0.1622,ALLOW,0
0.1571,ALLOW,1
0.0873,ALLOW,0
0.2417,ALLOW,1
0.1498,ALLOW,0
0.9623,BLOCK,1
0.0579,ALLOW,0
0.2161,ALLOW,0
0.094,ALLOW,0
0.1376,ALLOW,0
0.1952,ALLOW,0
0.1635,ALLOW,0
0.1347,ALLOW,0
0.0868,ALLOW,0
0.9613,BLOCK,1
0.1435,ALLOW,0
0.3499,ALLOW,1
0.2608,ALLOW,0
0.1003,ALLOW,0
0.0865,ALLOW,0
0.1226,ALLOW,0
0.1478,ALLOW,0
0.1053,ALLOW,0
0.1396,ALLOW,0
0.2327,ALLOW,0
0.1845,ALLOW,0
0.1186,ALLOW,0
0.09,ALLOW,0
0.1342,ALLOW,0
0.094,ALLOW,0
0.1539,ALLOW,1
0.1324,ALLOW,0
0.1531,ALLOW,0
0.135,ALLOW,0
0.1605,ALLOW,0
0.1541,ALLOW,0
0.1608,ALLOW,0
0.2414,ALLOW,1
0.0731,ALLOW,0
0.214,ALLOW,0
0.1091,ALLOW,0
0.1886,ALLOW,0
0.6462,MONITOR,0
0.06,ALLOW,0
0.1163,ALLOW,0
0.2181,ALLOW,0
0.1558,ALLOW,0
0.2677,ALLOW,0
0.2169,ALLOW,0
0.2204,ALLOW,0
0.1069,ALLOW,0
0.0956,ALLOW,0
0.0614,ALLOW,0
0.1982,ALLOW,0
0.1036,ALLOW,0
0.0397,ALLOW,0
0.0888,ALLOW,0
0.1284,ALLOW,0
0.1682,ALLOW,0
0.0991,ALLOW,1
0.1447,ALLOW,1
0.087,ALLOW,0
0.1274,ALLOW,0
0.7095,BLOCK,1
0.0693,ALLOW,0
0.0461,ALLOW,0
0.0944,ALLOW,0
0.2168,ALLOW,0
0.1208,ALLOW,0
0.1147,ALLOW,0
0.1921,ALLOW,0
0.1276,ALLOW,0
0.2489,ALLOW,0
0.1899,ALLOW,0
0.1467,ALLOW,0
0.1254,ALLOW,0
0.1995,ALLOW,0
0.1295,ALLOW,0
0.1629,ALLOW,0
0.1758,ALLOW,0
0.1682,ALLOW,0
0.1321,ALLOW,1
0.1659,ALLOW,0
0.1475,ALLOW,0
0.1334,ALLOW,0
0.0936,ALLOW,0
0.1094,ALLOW,0
0.1409,ALLOW,0
0.0657,ALLOW,0
0.1007,ALLOW,0
0.0711,ALLOW,0
0.1746,ALLOW,1
0.6332,MONITOR,0
0.1406,ALLOW,1
0.0618,ALLOW,0
0.1335,ALLOW,0
0.0566,ALLOW,0
0.0812,ALLOW,1
0.9891,BLOCK,1
0.1724,ALLOW,0
0.0994,ALLOW,0
0.0912,ALLOW,1
0.1539,ALLOW,0
0.2519,ALLOW,0
0.1237,ALLOW,0
0.1133,ALLOW,1
0.1486,ALLOW,0
0.1904,ALLOW,0
0.0967,ALLOW,0
0.6066,MONITOR,0
0.3049,ALLOW,0
0.1754,ALLOW,0
0.1437,ALLOW,0
0.1267,ALLOW,0
0.05,ALLOW,0
0.2023,ALLOW,0
0.1798,ALLOW,0
0.1816,ALLOW,1
0.1615,ALLOW,0
0.1075,ALLOW,1
0.1246,ALLOW,1
0.1562,ALLOW,0
0.1763,ALLOW,0
0.1395,ALLOW,0
0.2259,ALLOW,0
0.158,ALLOW,0
0.1516,ALLOW,0
0.1612,ALLOW,0
0.0929,ALLOW,1
0.1163,ALLOW,0
0.0838,ALLOW,0
0.1707,ALLOW,0
0.0355,ALLOW,0
0.233,ALLOW,0
0.0699,ALLOW,0
0.1097,ALLOW,1
0.1312,ALLOW,0
0.1133,ALLOW,0
0.179,ALLOW,0
0.2485,ALLOW,1
0.0969,ALLOW,1
0.1353,ALLOW,0
0.1332,ALLOW,0
0.1684,ALLOW,0
0.1603,ALLOW,0
0.1395,ALLOW,0
0.082,ALLOW,0
0.0856,ALLOW,0
0.2826,ALLOW,0
0.1132,ALLOW,0
0.5249,MONITOR,1
0.1698,ALLOW,1
0.0623,ALLOW,0
0.1344,ALLOW,0
0.0883,ALLOW,0
0.1686,ALLOW,0
0.2134,ALLOW,0
0.0776,ALLOW,0
0.1706,ALLOW,0
0.0902,ALLOW,0
0.1665,ALLOW,0
0.1986,ALLOW,0
0.1411,ALLOW,0
0.1164,ALLOW,0
0.0493,ALLOW,0
0.1686,ALLOW,0
0.117,ALLOW,0
0.1596,ALLOW,1
0.1857,ALLOW,0
0.169,ALLOW,0
0.0924,ALLOW,0
0.2914,ALLOW,0
0.1263,ALLOW,0
0.1237,ALLOW,0
0.2094,ALLOW,0
0.0992,ALLOW,0
0.1646,ALLOW,0
0.0934,ALLOW,0
0.1018,ALLOW,0
0.1511,ALLOW,0
0.1509,ALLOW,0
0.0894,ALLOW,0
0.106,ALLOW,0
0.1727,ALLOW,0
0.6245,MONITOR,0
0.155,ALLOW,1
0.1175,ALLOW,0
0.2449,ALLOW,0
0.1494,ALLOW,0
0.0633,ALLOW,0
0.1832,ALLOW,0
0.34,ALLOW,1
0.1784,ALLOW,0
0.0823,ALLOW,0
0.1834,ALLOW,1
0.2009,ALLOW,0
0.1428,ALLOW,0
0.2505,ALLOW,0
0.1403,ALLOW,0
0.2662,ALLOW,0
0.0953,ALLOW,0
0.9904,BLOCK,1
0.0633,ALLOW,0
0.1556,ALLOW,0
0.1436,ALLOW,0
0.0176,ALLOW,1
0.1595,ALLOW,1
0.0994,ALLOW,0
0.2174,ALLOW,0
0.0867,ALLOW,0
0.1103,ALLOW,0
0.112,ALLOW,0
0.1764,ALLOW,0
0.1034,ALLOW,0
0.0762,ALLOW,1
0.071,ALLOW,1
0.0547,ALLOW,0
0.2814,ALLOW,1
0.1021,ALLOW,1
0.1996,ALLOW,0
0.1037,ALLOW,0
0.0935,ALLOW,0
0.1461,ALLOW,0
0.1139,ALLOW,0
0.1534,ALLOW,0
0.0445,ALLOW,0
0.1162,ALLOW,0
0.1035,ALLOW,0
0.1762,ALLOW,0
0.1365,ALLOW,0
0.1503,ALLOW,0
0.1507,ALLOW,0
0.0618,ALLOW,0
0.0521,ALLOW,0
0.5971,MONITOR,0
0.0902,ALLOW,0
0.1057,ALLOW,0
0.098,ALLOW,0
0.0958,ALLOW,0
0.0515,ALLOW,0
0.1528,ALLOW,0
0.2297,ALLOW,0
0.1099,ALLOW,0
0.0805,ALLOW,0
0.2144,ALLOW,1
0.1175,ALLOW,0
0.1124,ALLOW,0
0.0683,ALLOW,0
0.1695,ALLOW,0
0.1561,ALLOW,0
0.2376,ALLOW,1
0.0817,ALLOW,0
0.0657,ALLOW,0
0.1061,ALLOW,0
0.1085,ALLOW,0
0.1536,ALLOW,0
0.0788,ALLOW,0
0.6474,MONITOR,0
0.1892,ALLOW,0
0.2728,ALLOW,1
0.1917,ALLOW,0
0.1282,ALLOW,0
0.1216,ALLOW,1
0.1411,ALLOW,0
0.1673,ALLOW,0
0.1813,ALLOW,0
0.0509,ALLOW,0
0.0968,ALLOW,1
0.1443,ALLOW,0
0.0752,ALLOW,0
0.2288,ALLOW,0
0.6357,MONITOR,0
0.0832,ALLOW,0
0.1483,ALLOW,0
0.1657,ALLOW,0
0.0469,ALLOW,0
0.1561,ALLOW,0
0.16,ALLOW,1
0.1041,ALLOW,0
0.1273,ALLOW,1
0.1674,ALLOW,0
0.0937,ALLOW,0
0.0988,ALLOW,0
0.0949,ALLOW,0
0.2102,ALLOW,0
0.6296,MONITOR,0
0.1427,ALLOW,1
0.2873,ALLOW,1
0.1436,ALLOW,0
0.1909,ALLOW,0
0.1573,ALLOW,0
0.101,ALLOW,0
0.1424,ALLOW,0
0.2996,ALLOW,0
0.1389,ALLOW,0
0.052,ALLOW,0
0.1257,ALLOW,0
0.1833,ALLOW,0
0.1123,ALLOW,0
0.2393,ALLOW,1
0.1459,ALLOW,0
0.198,ALLOW,0
0.1611,ALLOW,0
0.1869,ALLOW,0
0.1667,ALLOW,0
0.6403,MONITOR,0
0.2098,ALLOW,0
0.1097,ALLOW,0
0.0765,ALLOW,0
0.1105,ALLOW,0
0.1093,ALLOW,0
0.1432,ALLOW,1
0.162,ALLOW,0
0.1213,ALLOW,0
0.2096,ALLOW,0
0.16,ALLOW,0
0.2783,ALLOW,1
0.364,ALLOW,1
0.1938,ALLOW,0
0.0568,ALLOW,0
0.0863,ALLOW,0
0.1195,ALLOW,0
0.0797,ALLOW,0
0.1506,ALLOW,0
0.0847,ALLOW,0
0.099,ALLOW,0
0.1314,ALLOW,0
0.1679,ALLOW,0
0.2353,ALLOW,0
0.2415,ALLOW,0
0.1856,ALLOW,0
0.178,ALLOW,0
0.2105,ALLOW,0
0.1128,ALLOW,0
0.6801,MONITOR,0
0.1986,ALLOW,0
0.2374,ALLOW,1
0.3345,ALLOW,0
0.1144,ALLOW,0
0.2527,ALLOW,0
0.0639,ALLOW,0
0.2219,ALLOW,0
0.0901,ALLOW,0
0.0929,ALLOW,0
0.1015,ALLOW,0
0.1403,ALLOW,0
0.2787,ALLOW,1
0.1031,ALLOW,1
0.0836,ALLOW,0
0.0597,ALLOW,0
0.2511,ALLOW,0
0.1006,ALLOW,0
0.6857,MONITOR,1
0.1098,ALLOW,0
0.1429,ALLOW,0
0.1226,ALLOW,0
0.2537,ALLOW,1
0.1372,ALLOW,0
0.0842,ALLOW,1
0.1441,ALLOW,0
0.0597,ALLOW,0
0.0624,ALLOW,0
0.0893,ALLOW,0
0.2028,ALLOW,0
0.0911,ALLOW,0
0.1185,ALLOW,1
0.1951,ALLOW,0
0.1248,ALLOW,0
0.1288,ALLOW,1
0.1077,ALLOW,0
0.1908,ALLOW,0
0.309,ALLOW,0
0.2407,ALLOW,1
0.0634,ALLOW,0
0.2389,ALLOW,1
0.2158,ALLOW,0
0.1265,ALLOW,0
0.3522,ALLOW,1
0.159,ALLOW,0
0.0876,ALLOW,0
0.2132,ALLOW,0
0.1845,ALLOW,0
0.1388,ALLOW,1
0.157,ALLOW,0
0.1795,ALLOW,1
0.2091,ALLOW,0
0.1073,ALLOW,0
0.1301,ALLOW,0
0.0879,ALLOW,0
0.0831,ALLOW,0
0.1819,ALLOW,0
0.2391,ALLOW,0
0.0769,ALLOW,1
0.1355,ALLOW,0
0.1856,ALLOW,0
0.2429,ALLOW,0
0.0729,ALLOW,0
0.1389,ALLOW,0
0.1642,ALLOW,0
0.1419,ALLOW,0
0.3095,ALLOW,1
0.1546,ALLOW,0
0.196,ALLOW,1
0.1533,ALLOW,0
0.1752,ALLOW,0
0.1539,ALLOW,0
0.0658,ALLOW,0
0.1055,ALLOW,1
0.2662,ALLOW,0
0.2662,ALLOW,0
0.2309,ALLOW,0
0.1447,ALLOW,1
0.0965,ALLOW,0
0.1893,ALLOW,0
0.2724,ALLOW,1
0.0852,ALLOW,0
0.6425,MONITOR,0
0.1002,ALLOW,1
0.3018,ALLOW,1
0.1393,ALLOW,0
0.1485,ALLOW,0
0.1541,ALLOW,0
0.1434,ALLOW,1
0.1888,ALLOW,0
0.1451,ALLOW,0
0.1263,ALLOW,0
0.3679,ALLOW,0
0.1286,ALLOW,0
0.1423,ALLOW,0
0.1051,ALLOW,0
0.1068,ALLOW,0
0.4286,MONITOR,1
0.1556,ALLOW,0
0.111,ALLOW,0
0.1133,ALLOW,0
0.233,ALLOW,0
0.112,ALLOW,0
0.0356,ALLOW,0
0.0871,ALLOW,0
0.1381,ALLOW,0
0.5019,MONITOR,0
0.1168,ALLOW,1
0.0893,ALLOW,1
0.1058,ALLOW,0
0.1103,ALLOW,0
0.061,ALLOW,0
0.1155,ALLOW,0
0.1064,ALLOW,0
0.9634,BLOCK,1
0.0932,ALLOW,0
0.1466,ALLOW,0
0.1629,ALLOW,0
0.0917,ALLOW,0
0.2535,ALLOW,0
0.0961,ALLOW,0
0.0857,ALLOW,0
0.2178,ALLOW,0
0.1532,ALLOW,1
0.1096,ALLOW,0
0.1362,ALLOW,0
0.1315,ALLOW,0
0.5975,MONITOR,0
0.0562,ALLOW,0
0.1735,ALLOW,0
0.1243,ALLOW,0
0.1206,ALLOW,0
0.1242,ALLOW,0
0.0754,ALLOW,1
0.1314,ALLOW,0
0.0666,ALLOW,0
0.0982,ALLOW,0
0.1652,ALLOW,0
0.2343,ALLOW,1
0.167,ALLOW,0
0.0772,ALLOW,0
0.2818,ALLOW,0
0.0988,ALLOW,1
0.1056,ALLOW,0
0.1362,ALLOW,0
0.1197,ALLOW,1
0.1706,ALLOW,1
0.0986,ALLOW,0
0.1829,ALLOW,0
0.2983,ALLOW,1
0.1908,ALLOW,0
0.3023,ALLOW,1
0.0669,ALLOW,0
0.211,ALLOW,0
0.2082,ALLOW,0
0.105,ALLOW,0
0.1298,ALLOW,0
0.0466,ALLOW,0
0.0658,ALLOW,0
0.1281,ALLOW,0
0.1696,ALLOW,0
0.204,ALLOW,0
0.1388,ALLOW,0
0.1395,ALLOW,0
0.1024,ALLOW,0
0.0989,ALLOW,0
0.1446,ALLOW,0
0.2505,ALLOW,0
0.0624,ALLOW,0
0.1435,ALLOW,1
0.1483,ALLOW,0
0.0887,ALLOW,0
0.0966,ALLOW,0
0.1576,ALLOW,0
0.0778,ALLOW,0
0.111,ALLOW,0
0.0964,ALLOW,0
0.1345,ALLOW,0
0.1355,ALLOW,0
0.2,ALLOW,0
0.0935,ALLOW,0
0.1416,ALLOW,0
0.0714,ALLOW,0
0.972,BLOCK,1
0.1486,ALLOW,0
0.0795,ALLOW,0
0.1087,ALLOW,1
0.1305,ALLOW,0
0.0872,ALLOW,0
0.1258,ALLOW,0
0.126,ALLOW,0
0.0671,ALLOW,0
0.1242,ALLOW,0
0.1422,ALLOW,0
0.1909,ALLOW,0
0.2073,ALLOW,0
0.1202,ALLOW,0
0.1368,ALLOW,0
0.1145,ALLOW,0
0.1932,ALLOW,0
0.6278,MONITOR,0
0.1607,ALLOW,1
0.1125,ALLOW,1
0.9658,BLOCK,1
0.2504,ALLOW,0
0.1179,ALLOW,1
0.0729,ALLOW,1
0.1744,ALLOW,0
0.1456,ALLOW,0
0.16,ALLOW,0
0.1601,ALLOW,0
0.1368,ALLOW,0
0.241,ALLOW,0
0.1345,ALLOW,0
0.0761,ALLOW,0
0.1465,ALLOW,0
0.1353,ALLOW,0
0.2225,ALLOW,1
0.1064,ALLOW,0
0.109,ALLOW,0
0.2075,ALLOW,0
0.1471,ALLOW,0
0.2097,ALLOW,0
0.0828,ALLOW,0
0.0684,ALLOW,0
0.1414,ALLOW,0
0.104,ALLOW,0
0.1125,ALLOW,0
0.1866,ALLOW,0
0.0611,ALLOW,1
0.1388,ALLOW,0
0.1668,ALLOW,0
0.097,ALLOW,1
0.2,ALLOW,0
0.1723,ALLOW,0
0.1616,ALLOW,0
0.1071,ALLOW,0
0.088,ALLOW,0
0.1332,ALLOW,0
0.1014,ALLOW,0
0.0692,ALLOW,0
0.0743,ALLOW,0
0.1532,ALLOW,1
0.215,ALLOW,0
0.1293,ALLOW,1
0.1026,ALLOW,0
0.232,ALLOW,0
0.1661,ALLOW,0
0.208,ALLOW,0
0.1546,ALLOW,0
0.1966,ALLOW,1
0.1305,ALLOW,0
0.0913,ALLOW,1
0.0733,ALLOW,1
0.2081,ALLOW,1
0.0951,ALLOW,0
0.0778,ALLOW,0
0.2487,ALLOW,1
0.129,ALLOW,0
0.0988,ALLOW,0
0.128,ALLOW,0
0.1378,ALLOW,1
0.1107,ALLOW,0
0.1738,ALLOW,0
0.192,ALLOW,1
0.1036,ALLOW,0
0.0923,ALLOW,0
0.0572,ALLOW,1
0.1471,ALLOW,0
0.1963,ALLOW,1
0.2222,ALLOW,0
0.6483,MONITOR,0
0.1631,ALLOW,0
0.1122,ALLOW,0
0.2191,ALLOW,1
0.0622,ALLOW,0
0.1507,ALLOW,1
0.0843,ALLOW,0
0.0883,ALLOW,1
0.0923,ALLOW,1
0.0633,ALLOW,0
0.214,ALLOW,0
0.1631,ALLOW,0
0.0959,ALLOW,0
0.7127,BLOCK,1
0.159,ALLOW,0
0.1435,ALLOW,0
0.1589,ALLOW,0
0.1242,ALLOW,0
0.1333,ALLOW,0
0.074,ALLOW,0
0.1221,ALLOW,0
0.2513,ALLOW,0
0.1645,ALLOW,0
0.1637,ALLOW,0
0.2378,ALLOW,0
0.0479,ALLOW,0
0.1167,ALLOW,1
0.0709,ALLOW,0
0.1499,ALLOW,0
0.1096,ALLOW,1
0.1643,ALLOW,0
0.132,ALLOW,0
0.1678,ALLOW,0
0.2739,ALLOW,1
0.0374,ALLOW,0
0.1679,ALLOW,1
0.0958,ALLOW,0
0.3561,ALLOW,1
0.1018,ALLOW,1
0.1982,ALLOW,0
0.2006,ALLOW,0
0.1102,ALLOW,0
0.1425,ALLOW,1
0.096,ALLOW,1
0.0524,ALLOW,0
0.0739,ALLOW,0
0.1088,ALLOW,0
0.1374,ALLOW,0
0.0631,ALLOW,0
0.2912,ALLOW,1
0.1436,ALLOW,0
0.2256,ALLOW,0
0.0965,ALLOW,0
0.1719,ALLOW,1
0.1257,ALLOW,0
0.228,ALLOW,0
0.1395,ALLOW,0
0.1872,ALLOW,0
0.116,ALLOW,0
0.1686,ALLOW,0
0.2489,ALLOW,1
0.1135,ALLOW,1
0.0929,ALLOW,0
0.1509,ALLOW,0
0.2686,ALLOW,0
0.1133,ALLOW,0
0.1101,ALLOW,0
0.1611,ALLOW,0
0.0967,ALLOW,0
0.1343,ALLOW,0
0.1529,ALLOW,0
0.2016,ALLOW,0
0.2516,ALLOW,1
0.0855,ALLOW,0
0.2231,ALLOW,0
0.1755,ALLOW,0
0.1518,ALLOW,0
0.0766,ALLOW,0
0.1937,ALLOW,0
0.0714,ALLOW,0
0.1285,ALLOW,1
0.1128,ALLOW,0
0.0641,ALLOW,1
0.0891,ALLOW,0
0.3099,ALLOW,0
