Transaction_ID,Risk_Score_0_100,Actual_Label,Action
7703,14.36,1,BLOCK
7704,6.52,0,BLOCK
7705,1.6,0,ALLOW
7706,2.44,0,ALLOW
7707,2.69,0,ALLOW
7708,1.99,0,ALLOW
7709,3.42,0,ALLOW
7710,2.76,0,ALLOW
7711,2.51,0,ALLOW
7712,3.62,0,BLOCK
7713,4.45,0,BLOCK
7714,2.53,0,ALLOW
7715,7.43,0,BLOCK
7716,6.63,0,BLOCK
7717,5.2,0,BLOCK
7718,11.71,0,BLOCK
7719,1.9,0,ALLOW
7720,1.81,0,ALLOW
7721,5.26,0,BLOCK
7722,2.1,1,ALLOW
7723,7.37,0,BLOCK
7724,2.62,0,ALLOW
7725,8.88,0,BLOCK
7726,2.61,0,ALLOW
7727,8.68,0,BLOCK
7728,4.39,0,BLOCK
7729,3.26,0,ALLOW
7730,3.02,0,ALLOW
7731,2.36,0,ALLOW
7732,8.93,1,BLOCK
7733,4.88,1,BLOCK
7734,3.51,0,BLOCK
7735,1.76,0,ALLOW
7736,4.52,0,BLOCK
7737,4.18,0,BLOCK
7738,7.98,1,BLOCK
7739,2.23,0,ALLOW
7740,3.25,0,ALLOW
7741,4.1,0,BLOCK
7742,1.9,1,ALLOW
7743,3.59,0,BLOCK
7744,2.17,1,ALLOW
7745,3.08,0,ALLOW
7746,2.74,0,ALLOW
7747,2.01,0,ALLOW
7748,4.06,0,BLOCK
7749,4.59,0,BLOCK
7750,3.04,0,ALLOW
7751,8.78,1,BLOCK
7752,20.19,0,BLOCK
7753,2.91,0,ALLOW
7754,1.55,1,ALLOW
7755,2.75,0,ALLOW
7756,5.69,0,BLOCK
7757,7.59,0,BLOCK
7758,6.44,1,BLOCK
7759,1.73,0,ALLOW
7760,10.38,1,BLOCK
7761,5.17,0,BLOCK
7762,2.65,0,ALLOW
7763,4.2,1,BLOCK
7764,4.46,0,BLOCK
7765,2.99,0,ALLOW
7766,6.43,0,BLOCK
7767,3.47,0,ALLOW
7768,2.43,1,ALLOW
7769,3.75,0,BLOCK
7770,3.24,1,ALLOW
7771,5.33,0,BLOCK
7772,6.09,0,BLOCK
7773,5.52,0,BLOCK
7774,3.25,0,ALLOW
7775,2.77,0,ALLOW
7776,4.55,0,BLOCK
7777,10.87,0,BLOCK
7778,2.0,1,ALLOW
7779,5.17,0,BLOCK
7780,4.51,0,BLOCK
7781,8.93,0,BLOCK
7782,2.15,0,ALLOW
7783,3.03,0,ALLOW
7784,7.52,0,BLOCK
7785,4.79,0,BLOCK
7786,9.47,1,BLOCK
7787,3.25,0,ALLOW
7788,4.79,1,BLOCK
7789,3.12,0,ALLOW
7790,4.48,0,BLOCK
7791,5.43,0,BLOCK
7792,2.0,0,ALLOW
7793,4.31,1,BLOCK
7794,11.0,0,BLOCK
7795,6.55,0,BLOCK
7796,2.19,0,ALLOW
7797,2.9,1,ALLOW
7798,2.33,0,ALLOW
7799,6.76,0,BLOCK
7800,2.91,1,ALLOW
7801,3.38,0,ALLOW
7802,3.63,0,BLOCK
7803,1.86,1,ALLOW
7804,20.06,1,BLOCK
7805,3.5,0,BLOCK
7806,2.29,0,ALLOW
7807,4.26,0,BLOCK
7808,2.34,1,ALLOW
7809,6.1,0,BLOCK
7810,3.48,0,ALLOW
7811,5.34,0,BLOCK
7812,8.51,0,BLOCK
7813,2.12,0,ALLOW
7814,4.58,0,BLOCK
7815,2.84,0,ALLOW
7816,3.76,0,BLOCK
7817,3.95,1,BLOCK
7818,3.6,0,BLOCK
7819,2.96,0,ALLOW
7820,2.37,0,ALLOW
7821,5.34,0,BLOCK
7822,3.15,0,ALLOW
7823,2.0,0,ALLOW
7824,3.39,0,ALLOW
7825,3.36,0,ALLOW
7826,1.85,0,ALLOW
7827,2.32,1,ALLOW
7828,1.95,1,ALLOW
7829,2.37,0,ALLOW
7830,4.92,0,BLOCK
7831,1.93,0,ALLOW
7832,3.16,0,ALLOW
7833,3.11,0,ALLOW
7834,4.87,1,BLOCK
7835,2.09,0,ALLOW
7836,2.66,0,ALLOW
7837,3.95,0,BLOCK
7838,4.16,0,BLOCK
7839,5.42,0,BLOCK
7840,2.79,0,ALLOW
7841,2.3,0,ALLOW
7842,5.11,0,BLOCK
7843,8.32,1,BLOCK
7844,3.5,0,BLOCK
7845,2.82,0,ALLOW
7846,5.67,0,BLOCK
7847,2.8,0,ALLOW
7848,1.64,0,ALLOW
7849,5.29,0,BLOCK
7850,3.63,0,BLOCK
7851,2.76,0,ALLOW
7852,3.23,0,ALLOW
7853,1.76,1,ALLOW
7854,4.18,0,BLOCK
7855,2.23,0,ALLOW
7856,2.67,0,ALLOW
7857,3.46,0,ALLOW
7858,2.1,1,ALLOW
7859,3.58,0,BLOCK
7860,2.68,0,ALLOW
7861,28.12,0,BLOCK
7862,4.98,1,BLOCK
7863,4.59,0,BLOCK
7864,3.27,0,ALLOW
7865,3.07,1,ALLOW
7866,5.64,1,BLOCK
7867,2.01,0,ALLOW
7868,3.83,0,BLOCK
7869,7.84,1,BLOCK
7870,7.31,0,BLOCK
7871,6.73,1,BLOCK
7872,3.08,0,ALLOW
7873,5.37,0,BLOCK
7874,6.47,0,BLOCK
7875,3.56,0,BLOCK
7876,3.18,0,ALLOW
7877,1.7,0,ALLOW
7878,1.5,0,ALLOW
7879,4.32,0,BLOCK
7880,5.12,0,BLOCK
7881,6.51,0,BLOCK
7882,3.14,0,ALLOW
7883,3.61,0,BLOCK
7884,3.51,0,BLOCK
7885,2.36,0,ALLOW
7886,3.86,0,BLOCK
7887,2.29,0,ALLOW
7888,1.68,0,ALLOW
7889,1.72,1,ALLOW
7890,8.02,0,BLOCK
7891,2.26,0,ALLOW
7892,2.0,0,ALLOW
7893,3.83,0,BLOCK
7894,2.81,0,ALLOW
7895,5.14,0,BLOCK
7896,6.15,0,BLOCK
7897,2.1,0,ALLOW
7898,5.34,0,BLOCK
7899,4.98,0,BLOCK
7900,2.9,0,ALLOW
7901,2.98,0,ALLOW
7902,2.1,0,ALLOW
7903,2.12,1,ALLOW
7904,3.89,0,BLOCK
7905,5.88,0,BLOCK
7906,2.01,1,ALLOW
7907,2.4,0,ALLOW
7908,2.68,0,ALLOW
7909,3.02,0,ALLOW
7910,3.14,0,ALLOW
7911,1.81,0,ALLOW
7912,4.17,0,BLOCK
7913,3.6,0,BLOCK
7914,6.15,0,BLOCK
7915,6.56,0,BLOCK
7916,4.15,0,BLOCK
7917,2.13,0,ALLOW
7918,2.89,0,ALLOW
7919,4.02,0,BLOCK
7920,21.3,0,BLOCK
7921,3.05,1,ALLOW
7922,8.09,1,BLOCK
7923,1.81,1,ALLOW
7924,7.3,0,BLOCK
7925,1.48,1,ALLOW
7926,3.12,1,ALLOW
7927,4.41,0,BLOCK
7928,6.0,0,BLOCK
7929,4.47,0,BLOCK
7930,3.92,0,BLOCK
7931,3.99,0,BLOCK
7932,4.39,0,BLOCK
7933,4.15,0,BLOCK
7934,2.57,0,ALLOW
7935,3.29,0,ALLOW
7936,5.4,0,BLOCK
7937,2.28,1,ALLOW
7938,5.33,0,BLOCK
7939,2.16,0,ALLOW
7940,6.69,0,BLOCK
7941,2.42,0,ALLOW
7942,6.83,0,BLOCK
7943,2.39,0,ALLOW
7944,1.46,0,ALLOW
7945,3.97,0,BLOCK
7946,2.15,0,ALLOW
7947,15.3,0,BLOCK
7948,4.85,0,BLOCK
7949,3.12,1,ALLOW
7950,4.2,0,BLOCK
7951,3.18,0,ALLOW
7952,1.91,1,ALLOW
7953,4.83,0,BLOCK
7954,6.87,0,BLOCK
7955,3.62,0,BLOCK
7956,2.31,0,ALLOW
7957,2.1,0,ALLOW
7958,3.67,0,BLOCK
7959,2.44,0,ALLOW
7960,1.92,0,ALLOW
7961,2.31,0,ALLOW
7962,4.66,1,BLOCK
7963,1.78,0,ALLOW
7964,26.98,1,BLOCK
7965,2.36,0,ALLOW
7966,3.86,0,BLOCK
7967,2.81,0,ALLOW
7968,4.9,0,BLOCK
7969,3.03,0,ALLOW
7970,4.88,1,BLOCK
7971,5.72,0,BLOCK
7972,1.62,1,ALLOW
7973,3.44,1,ALLOW
7974,12.57,1,BLOCK
7975,2.7,0,ALLOW
7976,2.12,0,ALLOW
7977,5.95,1,BLOCK
7978,5.97,0,BLOCK
7979,7.39,0,BLOCK
7980,6.5,0,BLOCK
7981,2.35,1,ALLOW
7982,1.88,0,ALLOW
7983,4.73,0,BLOCK
7984,3.13,1,ALLOW
7985,4.67,0,BLOCK
7986,2.39,0,ALLOW
7987,1.86,1,ALLOW
7988,4.78,0,BLOCK
7989,7.44,1,BLOCK
7990,4.02,0,BLOCK
7991,2.37,0,ALLOW
7992,5.32,0,BLOCK
7993,9.64,0,BLOCK
7994,5.81,1,BLOCK
7995,1.9,0,ALLOW
7996,1.74,1,ALLOW
7997,1.56,0,ALLOW
7998,2.27,1,ALLOW
7999,1.62,1,ALLOW
8000,3.35,0,ALLOW
8001,5.64,0,BLOCK
8002,3.84,0,BLOCK
8003,2.1,0,ALLOW
8004,4.88,1,BLOCK
8005,3.31,0,ALLOW
8006,3.94,0,BLOCK
8007,5.28,0,BLOCK
8008,3.81,0,BLOCK
8009,2.28,0,ALLOW
8010,1.61,0,ALLOW
8011,1.71,0,ALLOW
8012,4.89,0,BLOCK
8013,5.41,0,BLOCK
8014,4.63,0,BLOCK
8015,4.34,0,BLOCK
8016,1.61,0,ALLOW
8017,2.02,1,ALLOW
8018,2.18,0,ALLOW
8019,3.38,0,ALLOW
8020,1.93,1,ALLOW
8021,4.19,0,BLOCK
8022,2.34,0,ALLOW
8023,3.84,0,BLOCK
8024,3.36,1,ALLOW
8025,1.8,0,ALLOW
8026,3.29,1,ALLOW
8027,2.59,0,ALLOW
8028,15.03,1,BLOCK
8029,5.41,1,BLOCK
8030,5.34,0,BLOCK
8031,8.45,0,BLOCK
8032,2.59,0,ALLOW
8033,2.09,1,ALLOW
8034,2.73,1,ALLOW
8035,2.06,0,ALLOW
8036,2.19,0,ALLOW
8037,4.28,0,BLOCK
8038,3.35,0,ALLOW
8039,1.53,0,ALLOW
8040,1.78,1,ALLOW
8041,4.41,0,BLOCK
8042,4.04,0,BLOCK
8043,3.36,0,ALLOW
8044,3.25,1,ALLOW
8045,2.36,0,ALLOW
8046,10.19,0,BLOCK
8047,4.35,0,BLOCK
8048,4.45,0,BLOCK
8049,3.04,0,ALLOW
8050,5.2,0,BLOCK
8051,2.55,1,ALLOW
8052,1.62,1,ALLOW
8053,3.15,0,ALLOW
8054,3.93,0,BLOCK
8055,9.22,0,BLOCK
8056,3.43,0,ALLOW
8057,5.92,0,BLOCK
8058,3.95,0,BLOCK
8059,2.33,0,ALLOW
8060,2.48,0,ALLOW
8061,3.06,0,ALLOW
8062,4.61,0,BLOCK
8063,4.08,1,BLOCK
8064,1.45,0,ALLOW
8065,8.07,0,BLOCK
8066,2.9,0,ALLOW
8067,2.31,0,ALLOW
8068,1.57,0,ALLOW
8069,3.67,0,BLOCK
8070,2.42,0,ALLOW
8071,24.33,1,BLOCK
8072,2.45,0,ALLOW
8073,2.37,1,ALLOW
8074,2.42,0,ALLOW
8075,10.12,0,BLOCK
8076,1.36,0,ALLOW
8077,4.8,0,BLOCK
8078,3.77,0,BLOCK
8079,4.16,0,BLOCK
8080,4.71,0,BLOCK
8081,6.92,0,BLOCK
8082,4.28,1,BLOCK
8083,3.96,0,BLOCK
8084,2.08,0,ALLOW
8085,4.27,1,BLOCK
8086,3.41,1,ALLOW
8087,4.28,0,BLOCK
8088,15.37,1,BLOCK
8089,4.88,0,BLOCK
8090,2.03,1,ALLOW
8091,2.1,0,ALLOW
8092,5.19,0,BLOCK
8093,3.56,0,BLOCK
8094,3.08,0,ALLOW
8095,4.51,1,BLOCK
8096,2.53,0,ALLOW
8097,2.16,0,ALLOW
8098,24.54,1,BLOCK
8099,4.82,0,BLOCK
8100,2.2,0,ALLOW
8101,4.0,1,BLOCK
8102,2.08,0,ALLOW
8103,1.51,0,ALLOW
8104,1.71,0,ALLOW
8105,2.36,0,ALLOW
8106,2.52,0,ALLOW
8107,3.56,0,BLOCK
8108,5.78,1,BLOCK
8109,2.93,0,ALLOW
8110,3.3,0,ALLOW
8111,2.23,1,ALLOW
8112,2.64,1,ALLOW
8113,5.08,0,BLOCK
8114,3.37,0,ALLOW
8115,1.97,0,ALLOW
8116,3.85,0,BLOCK
8117,6.41,0,BLOCK
8118,3.17,0,ALLOW
8119,5.44,0,BLOCK
8120,5.45,0,BLOCK
8121,4.58,0,BLOCK
8122,3.34,0,ALLOW
8123,2.65,0,ALLOW
8124,2.16,0,ALLOW
8125,3.89,0,BLOCK
8126,2.42,0,ALLOW
8127,2.62,0,ALLOW
8128,2.65,0,ALLOW
8129,1.43,0,ALLOW
8130,1.96,0,ALLOW
8131,1.77,0,ALLOW
8132,7.46,0,BLOCK
8133,5.35,0,BLOCK
8134,3.67,0,BLOCK
8135,1.85,0,ALLOW
8136,3.15,0,ALLOW
8137,2.22,0,ALLOW
8138,4.05,0,BLOCK
8139,4.45,0,BLOCK
8140,5.69,1,BLOCK
8141,3.79,0,BLOCK
8142,3.9,0,BLOCK
8143,3.9,0,BLOCK
8144,1.59,0,ALLOW
8145,2.86,0,ALLOW
8146,4.31,0,BLOCK
8147,3.06,0,ALLOW
8148,2.67,0,ALLOW
8149,6.01,0,BLOCK
8150,3.43,0,ALLOW
8151,2.69,0,ALLOW
8152,3.95,0,BLOCK
8153,4.43,0,BLOCK
8154,2.79,0,ALLOW
8155,0.98,0,ALLOW
8156,5.82,0,BLOCK
8157,2.11,0,ALLOW
8158,4.25,0,BLOCK
8159,3.13,0,ALLOW
8160,3.62,0,BLOCK
8161,3.61,1,BLOCK
8162,3.93,0,BLOCK
8163,4.01,1,BLOCK
8164,2.2,0,ALLOW
8165,7.47,0,BLOCK
8166,3.97,1,BLOCK
8167,8.31,1,BLOCK
8168,2.27,1,ALLOW
8169,5.18,0,BLOCK
8170,1.97,1,ALLOW
8171,5.0,0,BLOCK
8172,3.18,0,ALLOW
8173,4.62,0,BLOCK
8174,4.27,1,BLOCK
8175,3.2,0,ALLOW
8176,5.83,0,BLOCK
8177,4.42,0,BLOCK
8178,3.48,0,ALLOW
8179,27.77,0,BLOCK
8180,3.07,0,ALLOW
8181,3.01,0,ALLOW
8182,3.11,0,ALLOW
8183,3.1,0,ALLOW
8184,1.97,1,ALLOW
8185,7.76,0,BLOCK
8186,8.52,0,BLOCK
8187,7.58,0,BLOCK
8188,4.86,0,BLOCK
8189,4.14,0,BLOCK
8190,2.43,0,ALLOW
8191,2.15,1,ALLOW
8192,4.8,1,BLOCK
8193,1.86,1,ALLOW
8194,6.36,0,BLOCK
8195,4.1,1,BLOCK
8196,1.61,1,ALLOW
8197,2.31,0,ALLOW
8198,2.47,1,ALLOW
8199,4.83,0,BLOCK
8200,6.4,0,BLOCK
8201,1.19,0,ALLOW
8202,2.35,0,ALLOW
8203,2.15,0,ALLOW
8204,2.88,0,ALLOW
8205,2.84,0,ALLOW
8206,3.08,1,ALLOW
8207,3.01,1,ALLOW
8208,2.27,0,ALLOW
8209,2.61,0,ALLOW
8210,1.83,0,ALLOW
8211,6.09,0,BLOCK
8212,3.25,0,ALLOW
8213,2.79,0,ALLOW
8214,25.18,1,BLOCK
8215,6.65,0,BLOCK
8216,4.31,0,BLOCK
8217,3.41,1,ALLOW
8218,1.93,1,ALLOW
8219,3.43,0,ALLOW
8220,2.02,0,ALLOW
8221,2.05,0,ALLOW
8222,2.65,0,ALLOW
8223,2.96,0,ALLOW
8224,1.98,0,ALLOW
8225,4.24,1,BLOCK
8226,2.49,0,ALLOW
8227,2.66,0,ALLOW
8228,1.75,0,ALLOW
8229,5.91,0,BLOCK
8230,1.57,0,ALLOW
8231,8.82,0,BLOCK
8232,2.77,0,ALLOW
8233,3.43,0,ALLOW
8234,27.52,1,BLOCK
8235,2.42,0,ALLOW
8236,3.63,1,BLOCK
8237,2.8,1,ALLOW
8238,14.82,1,BLOCK
8239,2.74,0,ALLOW
8240,3.95,1,BLOCK
8241,1.68,0,ALLOW
8242,1.7,0,ALLOW
8243,3.81,0,BLOCK
8244,7.29,0,BLOCK
8245,5.38,0,BLOCK
8246,5.0,0,BLOCK
8247,3.86,0,BLOCK
8248,3.82,1,BLOCK
8249,4.62,1,BLOCK
8250,3.27,1,ALLOW
8251,4.08,0,BLOCK
8252,3.09,0,ALLOW
8253,2.67,0,ALLOW
8254,6.36,1,BLOCK
8255,7.25,1,BLOCK
8256,4.14,0,BLOCK
8257,1.24,0,ALLOW
8258,2.9,0,ALLOW
8259,1.28,0,ALLOW
8260,15.63,1,BLOCK
8261,2.38,1,ALLOW
8262,4.39,1,BLOCK
8263,5.5,0,BLOCK
8264,2.25,0,ALLOW
8265,3.7,0,BLOCK
8266,7.15,0,BLOCK
8267,1.11,0,ALLOW
8268,4.33,0,BLOCK
8269,6.03,0,BLOCK
8270,5.27,0,BLOCK
8271,2.09,1,ALLOW
8272,1.22,0,ALLOW
8273,3.27,1,ALLOW
8274,4.13,0,BLOCK
8275,6.0,0,BLOCK
8276,4.85,0,BLOCK
8277,3.46,0,ALLOW
8278,8.4,1,BLOCK
8279,2.69,0,ALLOW
8280,3.04,0,ALLOW
8281,21.94,1,BLOCK
8282,6.02,0,BLOCK
8283,1.58,0,ALLOW
8284,4.45,0,BLOCK
8285,19.38,1,BLOCK
8286,1.91,0,ALLOW
8287,1.6,0,ALLOW
8288,27.33,0,BLOCK
8289,1.31,0,ALLOW
8290,2.12,0,ALLOW
8291,2.74,0,ALLOW
8292,2.56,0,ALLOW
8293,1.82,0,ALLOW
8294,5.03,0,BLOCK
8295,2.38,1,ALLOW
8296,5.76,0,BLOCK
8297,4.43,1,BLOCK
8298,3.28,0,ALLOW
8299,2.86,0,ALLOW
8300,4.15,0,BLOCK
8301,1.84,0,ALLOW
8302,1.44,0,ALLOW
8303,1.96,0,ALLOW
8304,1.58,0,ALLOW
8305,2.32,0,ALLOW
8306,5.59,0,BLOCK
8307,3.38,1,ALLOW
8308,3.87,0,BLOCK
8309,1.73,1,ALLOW
8310,2.77,0,ALLOW
8311,2.67,0,ALLOW
8312,2.38,1,ALLOW
8313,2.92,0,ALLOW
8314,2.55,0,ALLOW
8315,5.48,0,BLOCK
8316,2.04,0,ALLOW
8317,3.23,1,ALLOW
8318,4.32,0,BLOCK
8319,1.88,0,ALLOW
8320,2.11,0,ALLOW
8321,3.78,0,BLOCK
8322,4.74,0,BLOCK
8323,4.07,0,BLOCK
8324,5.95,0,BLOCK
8325,7.4,0,BLOCK
8326,1.53,0,ALLOW
8327,1.43,0,ALLOW
8328,2.78,0,ALLOW
8329,3.99,0,BLOCK
8330,2.75,0,ALLOW
8331,3.85,0,BLOCK
8332,7.19,0,BLOCK
8333,2.86,0,ALLOW
8334,3.37,0,ALLOW
8335,4.9,1,BLOCK
8336,4.71,0,BLOCK
8337,2.54,0,ALLOW
8338,5.01,0,BLOCK
8339,2.37,1,ALLOW
8340,2.98,0,ALLOW
8341,19.64,1,BLOCK
8342,4.84,1,BLOCK
8343,4.81,0,BLOCK
8344,3.87,0,BLOCK
8345,5.9,0,BLOCK
8346,2.92,1,ALLOW
8347,3.78,0,BLOCK
8348,5.9,0,BLOCK
8349,2.42,0,ALLOW
8350,1.72,0,ALLOW
8351,2.48,0,ALLOW
8352,3.92,1,BLOCK
8353,3.21,0,ALLOW
8354,2.12,0,ALLOW
8355,2.58,1,ALLOW
8356,2.99,0,ALLOW
8357,1.65,0,ALLOW
8358,6.46,0,BLOCK
8359,1.19,0,ALLOW
8360,2.47,0,ALLOW
8361,2.61,0,ALLOW
8362,5.0,1,BLOCK
8363,7.53,0,BLOCK
8364,3.76,1,BLOCK
8365,3.74,0,BLOCK
8366,2.85,0,ALLOW
8367,6.83,1,BLOCK
8368,2.74,0,ALLOW
8369,1.41,0,ALLOW
8370,2.61,0,ALLOW
8371,2.82,0,ALLOW
8372,3.65,0,BLOCK
8373,2.14,0,ALLOW
8374,7.39,0,BLOCK
8375,4.84,1,BLOCK
8376,3.53,0,BLOCK
8377,3.46,0,ALLOW
8378,4.7,0,BLOCK
8379,5.13,0,BLOCK
8380,2.58,0,ALLOW
8381,1.25,0,ALLOW
8382,4.67,0,BLOCK
8383,2.1,1,ALLOW
8384,2.0,0,ALLOW
8385,23.09,0,BLOCK
8386,6.79,0,BLOCK
8387,3.85,0,BLOCK
8388,2.77,1,ALLOW
8389,10.54,0,BLOCK
8390,4.12,0,BLOCK
8391,10.85,0,BLOCK
8392,2.58,0,ALLOW
8393,4.08,0,BLOCK
8394,1.72,0,ALLOW
8395,3.87,0,BLOCK
8396,2.7,0,ALLOW
8397,8.41,0,BLOCK
8398,1.51,0,ALLOW
8399,1.97,0,ALLOW
8400,2.75,0,ALLOW
8401,2.18,1,ALLOW
8402,1.74,1,ALLOW
8403,5.49,0,BLOCK
8404,2.55,0,ALLOW
8405,7.43,0,BLOCK
8406,2.77,0,ALLOW
8407,3.83,0,BLOCK
8408,2.2,0,ALLOW
8409,1.8,1,ALLOW
8410,5.25,0,BLOCK
8411,2.42,0,ALLOW
8412,2.22,0,ALLOW
8413,1.42,0,ALLOW
8414,2.35,0,ALLOW
8415,1.81,1,ALLOW
8416,3.22,0,ALLOW
8417,3.89,0,BLOCK
8418,2.54,0,ALLOW
8419,3.24,0,ALLOW
8420,2.11,1,ALLOW
8421,5.34,1,BLOCK
8422,6.78,0,BLOCK
8423,3.49,0,ALLOW
8424,1.83,1,ALLOW
8425,3.2,0,ALLOW
8426,2.72,0,ALLOW
8427,5.97,0,BLOCK
8428,3.18,0,ALLOW
8429,3.33,1,ALLOW
8430,3.77,0,BLOCK
8431,7.36,0,BLOCK
8432,1.41,0,ALLOW
8433,3.18,0,ALLOW
8434,2.69,0,ALLOW
8435,3.7,0,BLOCK
8436,2.7,0,ALLOW
8437,2.12,0,ALLOW
8438,2.24,1,ALLOW
8439,4.12,0,BLOCK
8440,2.31,0,ALLOW
8441,4.83,0,BLOCK
8442,15.97,0,BLOCK
8443,3.88,0,BLOCK
8444,2.52,0,ALLOW
8445,1.6,0,ALLOW
8446,4.2,0,BLOCK
8447,1.85,0,ALLOW
8448,7.07,0,BLOCK
8449,3.14,0,ALLOW
8450,5.75,0,BLOCK
8451,7.92,0,BLOCK
8452,4.09,0,BLOCK
8453,2.54,0,ALLOW
8454,3.73,1,BLOCK
8455,5.16,0,BLOCK
8456,3.22,1,ALLOW
8457,4.89,0,BLOCK
8458,5.15,0,BLOCK
8459,3.2,0,ALLOW
8460,1.6,1,ALLOW
8461,5.48,0,BLOCK
8462,3.33,0,ALLOW
8463,6.3,1,BLOCK
8464,3.91,0,BLOCK
8465,2.7,0,ALLOW
8466,2.89,0,ALLOW
8467,4.17,0,BLOCK
8468,10.94,1,BLOCK
8469,3.6,0,BLOCK
8470,4.75,0,BLOCK
8471,2.82,0,ALLOW
8472,5.65,0,BLOCK
8473,4.97,1,BLOCK
8474,3.15,0,ALLOW
8475,2.32,0,ALLOW
8476,1.92,0,ALLOW
8477,3.85,0,BLOCK
8478,1.59,0,ALLOW
8479,2.47,1,ALLOW
8480,5.22,0,BLOCK
8481,2.57,0,ALLOW
8482,2.73,0,ALLOW
8483,4.54,0,BLOCK
8484,7.41,0,BLOCK
8485,2.54,0,ALLOW
8486,2.23,0,ALLOW
8487,1.4,0,ALLOW
8488,2.02,1,ALLOW
8489,4.53,1,BLOCK
8490,3.12,0,ALLOW
8491,1.78,0,ALLOW
8492,4.46,0,BLOCK
8493,2.73,1,ALLOW
8494,11.84,0,BLOCK
8495,3.33,0,ALLOW
8496,4.71,0,BLOCK
8497,11.14,1,BLOCK
8498,5.12,0,BLOCK
8499,8.04,1,BLOCK
8500,1.75,1,ALLOW
8501,6.74,0,BLOCK
8502,2.27,0,ALLOW
8503,2.02,0,ALLOW
8504,9.6,0,BLOCK
8505,3.88,1,BLOCK
8506,5.41,0,BLOCK
8507,4.54,0,BLOCK
8508,2.31,0,ALLOW
8509,3.84,0,BLOCK
8510,2.89,0,ALLOW
8511,4.34,0,BLOCK
8512,13.92,1,BLOCK
8513,2.62,0,ALLOW
8514,4.56,0,BLOCK
8515,1.65,0,ALLOW
8516,1.5,0,ALLOW
8517,2.92,1,ALLOW
8518,3.56,0,BLOCK
8519,3.54,0,BLOCK
8520,5.38,0,BLOCK
8521,5.57,0,BLOCK
8522,4.7,0,BLOCK
8523,2.88,0,ALLOW
8524,2.82,0,ALLOW
8525,4.2,0,BLOCK
8526,1.0,0,ALLOW
8527,3.38,0,ALLOW
8528,3.6,0,BLOCK
8529,3.78,0,BLOCK
8530,4.31,0,BLOCK
8531,4.35,0,BLOCK
8532,4.62,0,BLOCK
8533,4.6,0,BLOCK
8534,2.69,0,ALLOW
8535,3.42,0,ALLOW
8536,4.36,1,BLOCK
8537,4.8,1,BLOCK
8538,3.22,0,ALLOW
8539,3.63,0,BLOCK
8540,3.7,0,BLOCK
8541,3.51,0,BLOCK
8542,3.79,1,BLOCK
8543,3.04,0,ALLOW
8544,1.92,0,ALLOW
8545,3.08,0,ALLOW
8546,3.28,0,ALLOW
8547,3.31,1,ALLOW
8548,5.87,0,BLOCK
8549,3.23,0,ALLOW
8550,2.8,0,ALLOW
8551,1.1,0,ALLOW
8552,6.27,0,BLOCK
8553,3.04,0,ALLOW
8554,4.04,0,BLOCK
8555,2.74,0,ALLOW
8556,2.08,0,ALLOW
8557,3.71,0,BLOCK
8558,2.61,0,ALLOW
8559,1.88,0,ALLOW
8560,2.55,0,ALLOW
8561,2.66,0,ALLOW
8562,3.28,1,ALLOW
8563,3.98,0,BLOCK
8564,8.21,0,BLOCK
8565,2.1,0,ALLOW
8566,3.02,0,ALLOW
8567,10.29,1,BLOCK
8568,1.86,0,ALLOW
8569,2.53,0,ALLOW
8570,3.68,1,BLOCK
8571,3.06,0,ALLOW
8572,2.26,0,ALLOW
8573,2.54,0,ALLOW
8574,2.92,0,ALLOW
8575,3.58,0,BLOCK
8576,3.76,0,BLOCK
8577,1.89,0,ALLOW
8578,2.57,0,ALLOW
8579,8.31,0,BLOCK
8580,1.53,0,ALLOW
8581,14.99,0,BLOCK
8582,5.55,0,BLOCK
8583,10.41,0,BLOCK
8584,2.27,0,ALLOW
8585,2.64,0,ALLOW
8586,2.57,0,ALLOW
8587,6.97,0,BLOCK
8588,3.72,1,BLOCK
8589,1.98,0,ALLOW
8590,3.77,0,BLOCK
8591,5.83,0,BLOCK
8592,3.31,0,ALLOW
8593,4.27,0,BLOCK
8594,3.87,0,BLOCK
8595,4.53,0,BLOCK
8596,3.66,0,BLOCK
8597,2.51,0,ALLOW
8598,1.33,0,ALLOW
8599,2.8,1,ALLOW
8600,2.53,0,ALLOW
8601,20.26,1,BLOCK
8602,3.38,0,ALLOW
8603,5.58,0,BLOCK
8604,3.76,1,BLOCK
8605,4.89,0,BLOCK
8606,2.63,0,ALLOW
8607,2.59,0,ALLOW
8608,3.21,0,ALLOW
8609,4.51,0,BLOCK
8610,5.76,1,BLOCK
8611,3.25,0,ALLOW
8612,1.72,0,ALLOW
8613,4.12,0,BLOCK
8614,3.03,0,ALLOW
8615,5.32,0,BLOCK
8616,3.34,0,ALLOW
8617,2.33,0,ALLOW
8618,6.42,0,BLOCK
8619,5.71,0,BLOCK
8620,1.85,1,ALLOW
8621,4.56,0,BLOCK
8622,5.87,0,BLOCK
8623,4.73,1,BLOCK
8624,3.64,0,BLOCK
8625,9.04,0,BLOCK
8626,7.57,0,BLOCK
8627,3.34,0,ALLOW
8628,5.08,0,BLOCK
8629,10.7,0,BLOCK
8630,4.97,0,BLOCK
8631,2.58,0,ALLOW
8632,3.74,0,BLOCK
8633,1.93,0,ALLOW
