Transaction_ID,Risk_Score,Actual,Predicted,Action
7970,14.03,1,0,ALLOW
7971,2.17,0,0,ALLOW
7972,10.14,1,0,ALLOW
7973,36.08,1,0,ALLOW
7974,14.42,1,0,ALLOW
7975,2.28,0,0,ALLOW
7976,2.23,0,0,ALLOW
7977,5.06,1,0,ALLOW
7978,4.7,0,0,ALLOW
7979,4.42,0,0,ALLOW
7980,4.84,0,0,ALLOW
7981,12.98,1,0,ALLOW
7982,50.72,0,1,MONITOR
7983,5.09,0,0,ALLOW
7984,45.22,1,1,MONITOR
7985,4.13,0,0,ALLOW
7986,2.28,0,0,ALLOW
7987,7.76,1,0,ALLOW
7988,4.37,0,0,ALLOW
7989,20.38,1,0,ALLOW
7990,6.27,0,0,ALLOW
7991,55.92,0,1,MONITOR
7992,5.72,0,0,ALLOW
7993,7.48,0,0,ALLOW
7994,5.85,1,0,ALLOW
7995,40.32,0,1,MONITOR
7996,40.14,1,1,MONITOR
7997,34.85,0,0,ALLOW
7998,18.6,1,0,ALLOW
7999,11.5,1,0,ALLOW
8000,2.52,0,0,ALLOW
8001,5.08,0,0,ALLOW
8002,5.64,0,0,ALLOW
8003,3.11,0,0,ALLOW
8004,60.9,1,1,MONITOR
8005,4.49,0,0,ALLOW
8006,3.22,0,0,ALLOW
8007,4.6,0,0,ALLOW
8008,3.82,0,0,ALLOW
8009,65.0,0,1,MONITOR
8010,1.09,0,0,ALLOW
8011,16.65,0,0,ALLOW
8012,15.91,0,0,ALLOW
8013,4.82,0,0,ALLOW
8014,4.16,0,0,ALLOW
8015,55.52,0,1,MONITOR
8016,1.3,0,0,ALLOW
8017,17.33,1,0,ALLOW
8018,2.49,0,0,ALLOW
8019,3.32,0,0,ALLOW
8020,35.23,1,0,ALLOW
8021,2.87,0,0,ALLOW
8022,4.01,0,0,ALLOW
8023,3.71,0,0,ALLOW
8024,87.59,1,1,BLOCK
8025,1.86,0,0,ALLOW
8026,15.97,1,0,ALLOW
8027,2.67,0,0,ALLOW
8028,59.61,1,1,MONITOR
8029,3.14,1,0,ALLOW
8030,6.26,0,0,ALLOW
8031,6.18,0,0,ALLOW
8032,2.64,0,0,ALLOW
8033,30.92,1,0,ALLOW
8034,30.16,1,0,ALLOW
8035,1.96,0,0,ALLOW
8036,2.65,0,0,ALLOW
8037,3.94,0,0,ALLOW
8038,3.5,0,0,ALLOW
8039,2.39,0,0,ALLOW
8040,90.31,1,1,BLOCK
8041,5.17,0,0,ALLOW
8042,56.13,0,1,MONITOR
8043,2.77,0,0,ALLOW
8044,11.78,1,0,ALLOW
8045,3.31,0,0,ALLOW
8046,7.81,0,0,ALLOW
8047,4.09,0,0,ALLOW
8048,6.06,0,0,ALLOW
8049,2.89,0,0,ALLOW
8050,5.39,0,0,ALLOW
8051,14.9,1,0,ALLOW
8052,7.38,1,0,ALLOW
8053,29.84,0,0,ALLOW
8054,4.38,0,0,ALLOW
8055,6.96,0,0,ALLOW
8056,3.46,0,0,ALLOW
8057,3.57,0,0,ALLOW
8058,3.6,0,0,ALLOW
8059,2.1,0,0,ALLOW
8060,3.75,0,0,ALLOW
8061,3.51,0,0,ALLOW
8062,5.22,0,0,ALLOW
8063,9.15,1,0,ALLOW
8064,1.35,0,0,ALLOW
8065,8.17,0,0,ALLOW
8066,3.95,0,0,ALLOW
8067,3.25,0,0,ALLOW
8068,2.21,0,0,ALLOW
8069,3.62,0,0,ALLOW
8070,2.23,0,0,ALLOW
8071,50.72,1,1,MONITOR
8072,4.17,0,0,ALLOW
8073,2.48,1,0,ALLOW
8074,1.52,0,0,ALLOW
8075,8.81,0,0,ALLOW
8076,51.83,0,1,MONITOR
8077,3.56,0,0,ALLOW
8078,2.86,0,0,ALLOW
8079,5.21,0,0,ALLOW
8080,4.24,0,0,ALLOW
8081,8.3,0,0,ALLOW
8082,4.63,1,0,ALLOW
8083,3.47,0,0,ALLOW
8084,1.71,0,0,ALLOW
8085,19.73,1,0,ALLOW
8086,15.05,1,0,ALLOW
8087,3.69,0,0,ALLOW
8088,72.59,1,1,BLOCK
8089,4.31,0,0,ALLOW
8090,38.54,1,0,ALLOW
8091,2.39,0,0,ALLOW
8092,6.29,0,0,ALLOW
8093,2.98,0,0,ALLOW
8094,2.83,0,0,ALLOW
8095,51.27,1,1,MONITOR
8096,47.72,0,1,MONITOR
8097,3.49,0,0,ALLOW
8098,75.59,1,1,BLOCK
8099,5.29,0,0,ALLOW
8100,2.11,0,0,ALLOW
8101,16.38,1,0,ALLOW
8102,1.21,0,0,ALLOW
8103,1.47,0,0,ALLOW
8104,1.22,0,0,ALLOW
8105,2.05,0,0,ALLOW
8106,1.2,0,0,ALLOW
8107,4.6,0,0,ALLOW
8108,58.93,1,1,MONITOR
8109,2.6,0,0,ALLOW
8110,3.33,0,0,ALLOW
8111,96.47,1,1,BLOCK
8112,21.85,1,0,ALLOW
8113,4.95,0,0,ALLOW
8114,7.58,0,0,ALLOW
8115,2.84,0,0,ALLOW
8116,4.27,0,0,ALLOW
8117,4.13,0,0,ALLOW
8118,2.11,0,0,ALLOW
8119,5.49,0,0,ALLOW
8120,5.11,0,0,ALLOW
8121,4.1,0,0,ALLOW
8122,4.02,0,0,ALLOW
8123,3.11,0,0,ALLOW
8124,3.1,0,0,ALLOW
8125,3.55,0,0,ALLOW
8126,2.24,0,0,ALLOW
8127,2.02,0,0,ALLOW
8128,3.42,0,0,ALLOW
8129,0.44,0,0,ALLOW
8130,58.8,0,1,MONITOR
8131,1.65,0,0,ALLOW
8132,4.93,0,0,ALLOW
8133,54.36,0,1,MONITOR
8134,2.95,0,0,ALLOW
8135,43.86,0,1,MONITOR
8136,3.79,0,0,ALLOW
8137,57.72,0,1,MONITOR
8138,4.71,0,0,ALLOW
8139,3.13,0,0,ALLOW
8140,39.67,1,0,ALLOW
8141,6.53,0,0,ALLOW
8142,4.44,0,0,ALLOW
8143,2.99,0,0,ALLOW
8144,1.06,0,0,ALLOW
8145,3.56,0,0,ALLOW
8146,58.71,0,1,MONITOR
8147,35.45,0,0,ALLOW
8148,2.96,0,0,ALLOW
8149,50.62,0,1,MONITOR
8150,3.86,0,0,ALLOW
8151,2.64,0,0,ALLOW
8152,4.14,0,0,ALLOW
8153,3.66,0,0,ALLOW
8154,3.64,0,0,ALLOW
8155,0.96,0,0,ALLOW
8156,5.27,0,0,ALLOW
8157,2.25,0,0,ALLOW
8158,5.81,0,0,ALLOW
8159,1.35,0,0,ALLOW
8160,5.64,0,0,ALLOW
8161,65.2,1,1,MONITOR
8162,4.92,0,0,ALLOW
8163,86.04,1,1,BLOCK
8164,3.0,0,0,ALLOW
8165,6.99,0,0,ALLOW
8166,15.07,1,0,ALLOW
8167,33.82,1,0,ALLOW
8168,89.66,1,1,BLOCK
8169,5.99,0,0,ALLOW
8170,81.4,1,1,BLOCK
8171,4.6,0,0,ALLOW
8172,4.06,0,0,ALLOW
8173,5.61,0,0,ALLOW
8174,3.25,1,0,ALLOW
8175,3.19,0,0,ALLOW
8176,5.31,0,0,ALLOW
8177,4.54,0,0,ALLOW
8178,2.84,0,0,ALLOW
8179,14.35,0,0,ALLOW
8180,53.14,0,1,MONITOR
8181,2.49,0,0,ALLOW
8182,3.2,0,0,ALLOW
8183,3.42,0,0,ALLOW
8184,9.4,1,0,ALLOW
8185,6.98,0,0,ALLOW
8186,6.89,0,0,ALLOW
8187,5.93,0,0,ALLOW
8188,6.63,0,0,ALLOW
8189,3.88,0,0,ALLOW
8190,2.09,0,0,ALLOW
8191,90.76,1,1,BLOCK
8192,32.5,1,0,ALLOW
8193,33.97,1,0,ALLOW
8194,6.48,0,0,ALLOW
8195,35.74,1,0,ALLOW
8196,76.08,1,1,BLOCK
8197,2.51,0,0,ALLOW
8198,27.89,1,0,ALLOW
8199,5.64,0,0,ALLOW
8200,7.91,0,0,ALLOW
8201,0.74,0,0,ALLOW
8202,1.87,0,0,ALLOW
8203,2.48,0,0,ALLOW
8204,3.19,0,0,ALLOW
8205,3.27,0,0,ALLOW
8206,91.71,1,1,BLOCK
8207,88.24,1,1,BLOCK
8208,14.55,0,0,ALLOW
8209,3.18,0,0,ALLOW
8210,2.08,0,0,ALLOW
8211,5.63,0,0,ALLOW
8212,4.35,0,0,ALLOW
8213,3.36,0,0,ALLOW
8214,37.02,1,0,ALLOW
8215,5.6,0,0,ALLOW
8216,3.77,0,0,ALLOW
8217,17.14,1,0,ALLOW
8218,94.85,1,1,BLOCK
8219,3.25,0,0,ALLOW
8220,28.32,0,0,ALLOW
8221,3.05,0,0,ALLOW
8222,2.24,0,0,ALLOW
8223,4.98,0,0,ALLOW
8224,1.99,0,0,ALLOW
8225,4.06,1,0,ALLOW
8226,3.67,0,0,ALLOW
8227,3.63,0,0,ALLOW
8228,2.06,0,0,ALLOW
8229,4.3,0,0,ALLOW
8230,1.56,0,0,ALLOW
8231,5.55,0,0,ALLOW
8232,3.71,0,0,ALLOW
8233,2.72,0,0,ALLOW
8234,14.69,1,0,ALLOW
8235,3.01,0,0,ALLOW
8236,3.0,1,0,ALLOW
8237,2.1,1,0,ALLOW
8238,37.41,1,0,ALLOW
8239,2.85,0,0,ALLOW
8240,26.5,1,0,ALLOW
8241,1.19,0,0,ALLOW
8242,2.26,0,0,ALLOW
8243,3.97,0,0,ALLOW
8244,6.61,0,0,ALLOW
8245,4.39,0,0,ALLOW
8246,3.7,0,0,ALLOW
8247,6.36,0,0,ALLOW
8248,4.16,1,0,ALLOW
8249,37.61,1,0,ALLOW
8250,11.87,1,0,ALLOW
8251,4.79,0,0,ALLOW
8252,4.43,0,0,ALLOW
8253,24.29,0,0,ALLOW
8254,37.13,1,0,ALLOW
8255,60.32,1,1,MONITOR
8256,4.54,0,0,ALLOW
8257,0.89,0,0,ALLOW
8258,2.97,0,0,ALLOW
8259,0.94,0,0,ALLOW
8260,10.61,1,0,ALLOW
8261,18.39,1,0,ALLOW
8262,4.3,1,0,ALLOW
8263,3.83,0,0,ALLOW
8264,1.89,0,0,ALLOW
8265,3.94,0,0,ALLOW
8266,6.88,0,0,ALLOW
8267,0.68,0,0,ALLOW
8268,4.7,0,0,ALLOW
8269,5.06,0,0,ALLOW
8270,3.7,0,0,ALLOW
8271,14.64,1,0,ALLOW
8272,1.53,0,0,ALLOW
8273,27.93,1,0,ALLOW
8274,3.17,0,0,ALLOW
8275,19.25,0,0,ALLOW
8276,4.95,0,0,ALLOW
8277,53.97,0,1,MONITOR
8278,16.04,1,0,ALLOW
8279,2.4,0,0,ALLOW
8280,3.13,0,0,ALLOW
8281,15.17,1,0,ALLOW
8282,3.75,0,0,ALLOW
8283,46.87,0,1,MONITOR
8284,4.03,0,0,ALLOW
8285,43.64,1,1,MONITOR
8286,2.66,0,0,ALLOW
8287,2.11,0,0,ALLOW
8288,16.36,0,0,ALLOW
8289,2.12,0,0,ALLOW
8290,1.92,0,0,ALLOW
8291,52.72,0,1,MONITOR
8292,1.95,0,0,ALLOW
8293,34.68,0,0,ALLOW
8294,9.32,0,0,ALLOW
8295,29.26,1,0,ALLOW
8296,6.53,0,0,ALLOW
8297,11.42,1,0,ALLOW
8298,2.78,0,0,ALLOW
8299,2.32,0,0,ALLOW
8300,3.11,0,0,ALLOW
8301,62.51,0,1,MONITOR
8302,0.86,0,0,ALLOW
8303,2.18,0,0,ALLOW
8304,1.28,0,0,ALLOW
8305,54.05,0,1,MONITOR
8306,6.68,0,0,ALLOW
8307,46.35,1,1,MONITOR
8308,3.17,0,0,ALLOW
8309,0.83,1,0,ALLOW
8310,3.65,0,0,ALLOW
8311,2.41,0,0,ALLOW
8312,12.55,1,0,ALLOW
8313,35.88,0,0,ALLOW
8314,2.67,0,0,ALLOW
8315,6.08,0,0,ALLOW
8316,2.13,0,0,ALLOW
8317,3.39,1,0,ALLOW
8318,4.36,0,0,ALLOW
8319,1.29,0,0,ALLOW
8320,1.96,0,0,ALLOW
8321,3.39,0,0,ALLOW
8322,6.49,0,0,ALLOW
8323,4.08,0,0,ALLOW
8324,7.38,0,0,ALLOW
8325,8.49,0,0,ALLOW
8326,0.59,0,0,ALLOW
8327,1.24,0,0,ALLOW
8328,3.08,0,0,ALLOW
8329,4.4,0,0,ALLOW
8330,2.06,0,0,ALLOW
8331,4.21,0,0,ALLOW
8332,7.71,0,0,ALLOW
8333,2.78,0,0,ALLOW
8334,3.7,0,0,ALLOW
8335,44.05,1,1,MONITOR
8336,4.06,0,0,ALLOW
8337,1.65,0,0,ALLOW
8338,3.3,0,0,ALLOW
8339,91.43,1,1,BLOCK
8340,2.81,0,0,ALLOW
8341,59.35,1,1,MONITOR
8342,9.57,1,0,ALLOW
8343,59.55,0,1,MONITOR
8344,3.66,0,0,ALLOW
8345,6.06,0,0,ALLOW
8346,82.23,1,1,BLOCK
8347,3.9,0,0,ALLOW
8348,7.3,0,0,ALLOW
8349,53.3,0,1,MONITOR
8350,41.69,0,1,MONITOR
8351,2.11,0,0,ALLOW
8352,15.62,1,0,ALLOW
8353,2.3,0,0,ALLOW
8354,1.95,0,0,ALLOW
8355,16.62,1,0,ALLOW
8356,4.18,0,0,ALLOW
8357,1.52,0,0,ALLOW
8358,5.56,0,0,ALLOW
8359,0.65,0,0,ALLOW
8360,3.0,0,0,ALLOW
8361,3.52,0,0,ALLOW
8362,34.74,1,0,ALLOW
8363,7.14,0,0,ALLOW
8364,92.53,1,1,BLOCK
8365,2.84,0,0,ALLOW
8366,53.97,0,1,MONITOR
8367,37.66,1,0,ALLOW
8368,3.38,0,0,ALLOW
8369,33.99,0,0,ALLOW
8370,2.97,0,0,ALLOW
8371,3.14,0,0,ALLOW
8372,2.96,0,0,ALLOW
8373,3.04,0,0,ALLOW
8374,7.01,0,0,ALLOW
8375,33.9,1,0,ALLOW
8376,4.95,0,0,ALLOW
8377,3.0,0,0,ALLOW
8378,5.79,0,0,ALLOW
8379,4.58,0,0,ALLOW
8380,3.12,0,0,ALLOW
8381,0.64,0,0,ALLOW
8382,3.21,0,0,ALLOW
8383,15.56,1,0,ALLOW
8384,21.34,0,0,ALLOW
8385,32.85,0,0,ALLOW
8386,4.69,0,0,ALLOW
8387,4.54,0,0,ALLOW
8388,47.71,1,1,MONITOR
8389,10.69,0,0,ALLOW
8390,4.01,0,0,ALLOW
8391,8.03,0,0,ALLOW
8392,21.36,0,0,ALLOW
8393,53.91,0,1,MONITOR
8394,51.66,0,1,MONITOR
8395,2.86,0,0,ALLOW
8396,3.15,0,0,ALLOW
8397,6.58,0,0,ALLOW
8398,46.31,0,1,MONITOR
8399,2.4,0,0,ALLOW
8400,34.01,0,0,ALLOW
8401,33.5,1,0,ALLOW
8402,1.13,1,0,ALLOW
8403,5.47,0,0,ALLOW
8404,2.35,0,0,ALLOW
8405,7.71,0,0,ALLOW
8406,2.11,0,0,ALLOW
8407,3.12,0,0,ALLOW
8408,2.75,0,0,ALLOW
8409,34.11,1,0,ALLOW
8410,4.02,0,0,ALLOW
8411,3.52,0,0,ALLOW
8412,2.22,0,0,ALLOW
8413,0.79,0,0,ALLOW
8414,39.3,0,0,ALLOW
8415,13.11,1,0,ALLOW
8416,45.24,0,1,MONITOR
8417,4.48,0,0,ALLOW
8418,3.39,0,0,ALLOW
8419,60.85,0,1,MONITOR
8420,23.97,1,0,ALLOW
8421,20.54,1,0,ALLOW
8422,4.94,0,0,ALLOW
8423,2.93,0,0,ALLOW
8424,16.54,1,0,ALLOW
8425,3.1,0,0,ALLOW
8426,3.64,0,0,ALLOW
8427,6.08,0,0,ALLOW
8428,3.55,0,0,ALLOW
8429,95.84,1,1,BLOCK
8430,4.08,0,0,ALLOW
8431,5.1,0,0,ALLOW
8432,1.39,0,0,ALLOW
8433,5.31,0,0,ALLOW
8434,3.12,0,0,ALLOW
8435,4.34,0,0,ALLOW
8436,2.44,0,0,ALLOW
8437,2.33,0,0,ALLOW
8438,35.52,1,0,ALLOW
8439,4.8,0,0,ALLOW
8440,2.84,0,0,ALLOW
8441,4.05,0,0,ALLOW
8442,10.0,0,0,ALLOW
8443,3.38,0,0,ALLOW
8444,2.25,0,0,ALLOW
8445,2.28,0,0,ALLOW
8446,3.98,0,0,ALLOW
8447,50.4,0,1,MONITOR
8448,7.36,0,0,ALLOW
8449,25.02,0,0,ALLOW
8450,4.84,0,0,ALLOW
8451,8.32,0,0,ALLOW
8452,4.82,0,0,ALLOW
8453,1.71,0,0,ALLOW
8454,10.91,1,0,ALLOW
8455,5.17,0,0,ALLOW
8456,31.5,1,0,ALLOW
8457,4.77,0,0,ALLOW
8458,3.25,0,0,ALLOW
8459,3.4,0,0,ALLOW
8460,94.72,1,1,BLOCK
8461,4.9,0,0,ALLOW
8462,3.49,0,0,ALLOW
8463,12.4,1,0,ALLOW
8464,5.16,0,0,ALLOW
8465,40.96,0,1,MONITOR
8466,2.37,0,0,ALLOW
8467,26.21,0,0,ALLOW
8468,58.7,1,1,MONITOR
8469,4.31,0,0,ALLOW
8470,4.01,0,0,ALLOW
8471,51.93,0,1,MONITOR
8472,5.88,0,0,ALLOW
8473,17.01,1,0,ALLOW
8474,2.0,0,0,ALLOW
8475,53.8,0,1,MONITOR
8476,2.05,0,0,ALLOW
8477,3.97,0,0,ALLOW
8478,1.25,0,0,ALLOW
8479,13.63,1,0,ALLOW
8480,3.87,0,0,ALLOW
8481,2.39,0,0,ALLOW
8482,1.73,0,0,ALLOW
8483,4.83,0,0,ALLOW
8484,8.99,0,0,ALLOW
8485,3.12,0,0,ALLOW
8486,1.58,0,0,ALLOW
8487,0.73,0,0,ALLOW
8488,21.06,1,0,ALLOW
8489,16.97,1,0,ALLOW
8490,2.79,0,0,ALLOW
8491,1.7,0,0,ALLOW
8492,3.96,0,0,ALLOW
8493,91.33,1,1,BLOCK
8494,10.15,0,0,ALLOW
8495,3.43,0,0,ALLOW
8496,5.54,0,0,ALLOW
8497,39.78,1,0,ALLOW
8498,4.08,0,0,ALLOW
8499,16.36,1,0,ALLOW
8500,20.3,1,0,ALLOW
8501,5.58,0,0,ALLOW
8502,2.32,0,0,ALLOW
8503,39.9,0,0,ALLOW
8504,7.63,0,0,ALLOW
8505,11.48,1,0,ALLOW
8506,3.8,0,0,ALLOW
8507,3.63,0,0,ALLOW
8508,2.2,0,0,ALLOW
8509,3.98,0,0,ALLOW
8510,44.34,0,1,MONITOR
8511,3.73,0,0,ALLOW
8512,19.9,1,0,ALLOW
8513,30.68,0,0,ALLOW
8514,3.65,0,0,ALLOW
8515,35.41,0,0,ALLOW
8516,1.51,0,0,ALLOW
8517,89.02,1,1,BLOCK
8518,4.07,0,0,ALLOW
8519,2.33,0,0,ALLOW
8520,4.13,0,0,ALLOW
8521,4.74,0,0,ALLOW
8522,4.54,0,0,ALLOW
8523,3.13,0,0,ALLOW
8524,3.7,0,0,ALLOW
8525,4.92,0,0,ALLOW
8526,0.48,0,0,ALLOW
8527,4.06,0,0,ALLOW
8528,4.32,0,0,ALLOW
8529,4.76,0,0,ALLOW
8530,3.63,0,0,ALLOW
8531,46.78,0,1,MONITOR
8532,5.69,0,0,ALLOW
8533,3.98,0,0,ALLOW
8534,51.02,0,1,MONITOR
8535,3.32,0,0,ALLOW
8536,38.46,1,0,ALLOW
8537,40.75,1,1,MONITOR
8538,3.45,0,0,ALLOW
8539,2.68,0,0,ALLOW
8540,5.26,0,0,ALLOW
8541,36.96,0,0,ALLOW
8542,33.66,1,0,ALLOW
8543,2.75,0,0,ALLOW
8544,2.25,0,0,ALLOW
8545,3.32,0,0,ALLOW
8546,3.47,0,0,ALLOW
8547,34.07,1,0,ALLOW
8548,4.62,0,0,ALLOW
8549,4.18,0,0,ALLOW
8550,26.38,0,0,ALLOW
8551,1.78,0,0,ALLOW
8552,4.71,0,0,ALLOW
8553,4.27,0,0,ALLOW
8554,2.77,0,0,ALLOW
8555,58.18,0,1,MONITOR
8556,2.55,0,0,ALLOW
8557,2.47,0,0,ALLOW
8558,3.64,0,0,ALLOW
8559,52.8,0,1,MONITOR
8560,2.09,0,0,ALLOW
8561,3.46,0,0,ALLOW
8562,15.53,1,0,ALLOW
8563,5.14,0,0,ALLOW
8564,6.16,0,0,ALLOW
8565,1.62,0,0,ALLOW
8566,3.69,0,0,ALLOW
8567,27.16,1,0,ALLOW
8568,1.11,0,0,ALLOW
8569,1.24,0,0,ALLOW
8570,13.16,1,0,ALLOW
8571,3.25,0,0,ALLOW
8572,1.7,0,0,ALLOW
8573,4.1,0,0,ALLOW
8574,16.17,0,0,ALLOW
8575,4.3,0,0,ALLOW
8576,3.61,0,0,ALLOW
8577,4.64,0,0,ALLOW
8578,2.67,0,0,ALLOW
8579,5.74,0,0,ALLOW
8580,1.83,0,0,ALLOW
8581,9.0,0,0,ALLOW
8582,4.3,0,0,ALLOW
8583,6.3,0,0,ALLOW
8584,4.07,0,0,ALLOW
8585,40.66,0,1,MONITOR
8586,2.62,0,0,ALLOW
8587,6.08,0,0,ALLOW
8588,3.27,1,0,ALLOW
8589,2.89,0,0,ALLOW
8590,4.84,0,0,ALLOW
8591,5.16,0,0,ALLOW
8592,55.51,0,1,MONITOR
8593,5.12,0,0,ALLOW
8594,4.71,0,0,ALLOW
8595,4.04,0,0,ALLOW
8596,3.4,0,0,ALLOW
8597,3.0,0,0,ALLOW
8598,47.18,0,1,MONITOR
8599,29.74,1,0,ALLOW
8600,2.72,0,0,ALLOW
8601,11.65,1,0,ALLOW
8602,3.85,0,0,ALLOW
8603,3.99,0,0,ALLOW
8604,14.92,1,0,ALLOW
8605,4.82,0,0,ALLOW
8606,2.19,0,0,ALLOW
8607,2.27,0,0,ALLOW
8608,2.44,0,0,ALLOW
8609,2.65,0,0,ALLOW
8610,4.69,1,0,ALLOW
8611,2.86,0,0,ALLOW
8612,1.24,0,0,ALLOW
8613,3.02,0,0,ALLOW
8614,2.88,0,0,ALLOW
8615,4.87,0,0,ALLOW
8616,3.48,0,0,ALLOW
8617,2.4,0,0,ALLOW
8618,5.36,0,0,ALLOW
8619,68.87,0,1,MONITOR
8620,30.66,1,0,ALLOW
8621,4.88,0,0,ALLOW
8622,4.14,0,0,ALLOW
8623,5.47,1,0,ALLOW
8624,2.76,0,0,ALLOW
8625,6.05,0,0,ALLOW
8626,7.85,0,0,ALLOW
8627,4.54,0,0,ALLOW
8628,34.38,0,0,ALLOW
8629,52.38,0,1,MONITOR
8630,3.59,0,0,ALLOW
8631,3.36,0,0,ALLOW
8632,2.16,0,0,ALLOW
8633,2.34,0,0,ALLOW
8634,1.77,0,0,ALLOW
8635,7.4,0,0,ALLOW
8636,6.4,0,0,ALLOW
8637,44.67,0,1,MONITOR
8638,2.08,0,0,ALLOW
8639,3.92,0,0,ALLOW
8640,2.74,0,0,ALLOW
8641,63.2,1,1,MONITOR
8642,3.44,0,0,ALLOW
8643,4.78,0,0,ALLOW
8644,2.74,0,0,ALLOW
8645,2.51,0,0,ALLOW
8646,5.25,0,0,ALLOW
8647,5.09,0,0,ALLOW
8648,3.03,0,0,ALLOW
8649,4.52,0,0,ALLOW
8650,36.05,1,0,ALLOW
8651,2.49,0,0,ALLOW
8652,2.28,0,0,ALLOW
8653,3.23,0,0,ALLOW
8654,4.99,0,0,ALLOW
8655,3.1,0,0,ALLOW
8656,3.8,0,0,ALLOW
8657,2.9,0,0,ALLOW
8658,2.73,0,0,ALLOW
8659,2.7,0,0,ALLOW
8660,2.9,0,0,ALLOW
8661,4.46,0,0,ALLOW
8662,3.71,0,0,ALLOW
8663,3.58,0,0,ALLOW
8664,3.15,0,0,ALLOW
8665,8.43,0,0,ALLOW
8666,63.06,0,1,MONITOR
8667,53.16,0,1,MONITOR
8668,6.69,0,0,ALLOW
8669,2.46,0,0,ALLOW
8670,4.84,0,0,ALLOW
8671,2.02,0,0,ALLOW
8672,3.17,0,0,ALLOW
8673,4.87,0,0,ALLOW
8674,42.45,1,1,MONITOR
8675,24.57,1,0,ALLOW
8676,35.87,1,0,ALLOW
8677,3.61,0,0,ALLOW
8678,4.84,0,0,ALLOW
8679,3.0,0,0,ALLOW
8680,2.59,0,0,ALLOW
8681,11.34,0,0,ALLOW
8682,55.24,1,1,MONITOR
8683,6.68,0,0,ALLOW
8684,3.11,0,0,ALLOW
8685,32.62,1,0,ALLOW
8686,52.19,0,1,MONITOR
8687,2.15,0,0,ALLOW
8688,7.37,1,0,ALLOW
8689,2.5,0,0,ALLOW
8690,2.46,0,0,ALLOW
8691,3.13,0,0,ALLOW
8692,3.79,0,0,ALLOW
8693,5.04,0,0,ALLOW
8694,0.67,0,0,ALLOW
8695,1.65,0,0,ALLOW
8696,15.6,1,0,ALLOW
8697,52.62,0,1,MONITOR
8698,33.3,0,0,ALLOW
8699,7.73,1,0,ALLOW
8700,2.8,0,0,ALLOW
8701,0.52,0,0,ALLOW
8702,38.38,1,0,ALLOW
8703,1.8,0,0,ALLOW
8704,0.75,0,0,ALLOW
8705,3.25,0,0,ALLOW
8706,6.28,0,0,ALLOW
8707,2.81,0,0,ALLOW
8708,2.96,0,0,ALLOW
8709,2.85,0,0,ALLOW
8710,1.52,0,0,ALLOW
8711,4.35,0,0,ALLOW
8712,6.16,0,0,ALLOW
8713,3.57,0,0,ALLOW
8714,4.58,1,0,ALLOW
8715,3.71,0,0,ALLOW
8716,0.77,0,0,ALLOW
8717,4.62,0,0,ALLOW
8718,5.29,0,0,ALLOW
8719,14.69,1,0,ALLOW
8720,2.39,0,0,ALLOW
8721,5.34,0,0,ALLOW
8722,2.04,0,0,ALLOW
8723,2.91,0,0,ALLOW
8724,3.18,0,0,ALLOW
8725,29.07,1,0,ALLOW
8726,45.05,0,1,MONITOR
8727,4.58,0,0,ALLOW
8728,42.94,0,1,MONITOR
8729,2.4,0,0,ALLOW
8730,28.14,1,0,ALLOW
8731,19.67,1,0,ALLOW
8732,3.57,0,0,ALLOW
8733,4.94,0,0,ALLOW
8734,2.11,0,0,ALLOW
8735,0.78,0,0,ALLOW
8736,2.43,0,0,ALLOW
8737,1.06,0,0,ALLOW
8738,2.12,0,0,ALLOW
8739,2.13,0,0,ALLOW
8740,1.98,0,0,ALLOW
8741,26.55,1,0,ALLOW
8742,3.06,0,0,ALLOW
8743,4.52,0,0,ALLOW
8744,10.07,1,0,ALLOW
8745,21.64,0,0,ALLOW
8746,4.21,0,0,ALLOW
8747,2.24,0,0,ALLOW
8748,35.6,1,0,ALLOW
8749,2.72,0,0,ALLOW
8750,4.0,0,0,ALLOW
8751,3.19,0,0,ALLOW
8752,4.58,0,0,ALLOW
8753,2.44,0,0,ALLOW
8754,29.7,0,0,ALLOW
8755,4.02,0,0,ALLOW
8756,2.57,0,0,ALLOW
8757,96.28,1,1,BLOCK
8758,51.88,0,1,MONITOR
8759,39.82,0,0,ALLOW
8760,3.22,0,0,ALLOW
8761,3.43,0,0,ALLOW
8762,2.57,0,0,ALLOW
8763,4.98,0,0,ALLOW
8764,49.47,0,1,MONITOR
8765,51.66,1,1,MONITOR
8766,45.68,0,1,MONITOR
8767,2.15,0,0,ALLOW
8768,13.16,0,0,ALLOW
8769,5.53,1,0,ALLOW
8770,0.98,0,0,ALLOW
8771,22.6,1,0,ALLOW
8772,2.87,0,0,ALLOW
8773,5.19,0,0,ALLOW
8774,5.45,0,0,ALLOW
8775,4.4,0,0,ALLOW
8776,3.35,0,0,ALLOW
8777,2.93,0,0,ALLOW
8778,4.25,0,0,ALLOW
8779,34.86,0,0,ALLOW
8780,5.66,0,0,ALLOW
8781,2.29,0,0,ALLOW
8782,13.99,1,0,ALLOW
8783,1.61,0,0,ALLOW
8784,16.78,1,0,ALLOW
8785,2.1,0,0,ALLOW
8786,4.11,0,0,ALLOW
8787,2.05,0,0,ALLOW
8788,6.93,0,0,ALLOW
8789,46.77,0,1,MONITOR
8790,39.07,0,0,ALLOW
